Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1508203_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1508203_000.pdb -o mol_2024_07_10_1508203_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1511391_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1511391_000.pdb -o mol_2024_07_10_1511391_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1555060_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1555060_000.pdb -o mol_2024_07_10_1555060_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1512073_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1512073_000.pdb -o mol_2024_07_10_1512073_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1528170_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1528170_000.pdb -o mol_2024_07_10_1528170_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1534433_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1534433_000.pdb -o mol_2024_07_10_1534433_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1605311_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1605311_000.pdb -o mol_2024_07_10_1605311_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1546450_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1546450_000.pdb -o mol_2024_07_10_1546450_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1524263_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1524263_000.pdb -o mol_2024_07_10_1524263_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1531051_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1531051_000.pdb -o mol_2024_07_10_1531051_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1604300_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1604300_000.pdb -o mol_2024_07_10_1604300_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1516330_000,Mpro-protein,-15.76,,,exp_28
mol_2024_07_10_1515400_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1515400_000.pdb -o mol_2024_07_10_1515400_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1555580_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1555580_000.pdb -o mol_2024_07_10_1555580_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1524050_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1524050_000.pdb -o mol_2024_07_10_1524050_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1515562_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1515562_000.pdb -o mol_2024_07_10_1515562_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1555463_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1555463_000.pdb -o mol_2024_07_10_1555463_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1610593_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1610593_000.pdb -o mol_2024_07_10_1610593_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1549023_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1549023_000.pdb -o mol_2024_07_10_1549023_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1527291_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1527291_000.pdb -o mol_2024_07_10_1527291_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1529070_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1529070_000.pdb -o mol_2024_07_10_1529070_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1544150_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1544150_000.pdb -o mol_2024_07_10_1544150_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1517210_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1517210_000.pdb -o mol_2024_07_10_1517210_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1511093_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1511093_000.pdb -o mol_2024_07_10_1511093_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1552553_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1552553_000.pdb -o mol_2024_07_10_1552553_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1611302_000,Mpro-protein,-17.08,,,exp_28
mol_2024_07_10_1527462_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1527462_000.pdb -o mol_2024_07_10_1527462_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1534421_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1534421_000.pdb -o mol_2024_07_10_1534421_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1539382_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1539382_000.pdb -o mol_2024_07_10_1539382_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1509163_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1509163_000.pdb -o mol_2024_07_10_1509163_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1546241_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1546241_000.pdb -o mol_2024_07_10_1546241_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1554150_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1554150_000.pdb -o mol_2024_07_10_1554150_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1551573_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1551573_000.pdb -o mol_2024_07_10_1551573_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1603233_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1603233_000.pdb -o mol_2024_07_10_1603233_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1605183_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1605183_000.pdb -o mol_2024_07_10_1605183_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1557410_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1557410_000.pdb -o mol_2024_07_10_1557410_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1601333_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1601333_000.pdb -o mol_2024_07_10_1601333_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1509571_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1509571_000.pdb -o mol_2024_07_10_1509571_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1514002_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1514002_000.pdb -o mol_2024_07_10_1514002_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1529570_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1529570_000.pdb -o mol_2024_07_10_1529570_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1518443_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1518443_000.pdb -o mol_2024_07_10_1518443_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1557423_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1557423_000.pdb -o mol_2024_07_10_1557423_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1538303_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1538303_000.pdb -o mol_2024_07_10_1538303_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1516543_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1516543_000.pdb -o mol_2024_07_10_1516543_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1547350_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1547350_000.pdb -o mol_2024_07_10_1547350_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1548141_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1548141_000.pdb -o mol_2024_07_10_1548141_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1559262_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1559262_000.pdb -o mol_2024_07_10_1559262_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1543250_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1543250_000.pdb -o mol_2024_07_10_1543250_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1517492_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1517492_000.pdb -o mol_2024_07_10_1517492_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1612010_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1612010_000.pdb -o mol_2024_07_10_1612010_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1607211_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1607211_000.pdb -o mol_2024_07_10_1607211_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1519510_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1519510_000.pdb -o mol_2024_07_10_1519510_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1530023_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1530023_000.pdb -o mol_2024_07_10_1530023_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1542340_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1542340_000.pdb -o mol_2024_07_10_1542340_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1555282_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1555282_000.pdb -o mol_2024_07_10_1555282_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1554351_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1554351_000.pdb -o mol_2024_07_10_1554351_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1542471_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1542471_000.pdb -o mol_2024_07_10_1542471_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1610591_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1610591_000.pdb -o mol_2024_07_10_1610591_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1527173_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1527173_000.pdb -o mol_2024_07_10_1527173_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1533432_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1533432_000.pdb -o mol_2024_07_10_1533432_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1558310_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1558310_000.pdb -o mol_2024_07_10_1558310_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1607103_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1607103_000.pdb -o mol_2024_07_10_1607103_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1523273_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1523273_000.pdb -o mol_2024_07_10_1523273_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1608390_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1608390_000.pdb -o mol_2024_07_10_1608390_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1606120_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1606120_000.pdb -o mol_2024_07_10_1606120_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1537333_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1537333_000.pdb -o mol_2024_07_10_1537333_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1507253_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1507253_000.pdb -o mol_2024_07_10_1507253_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1600100_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1600100_000.pdb -o mol_2024_07_10_1600100_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1605220_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1605220_000.pdb -o mol_2024_07_10_1605220_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1515051_000,Mpro-protein,-14.43,,,exp_28
mol_2024_07_10_1520430_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1520430_000.pdb -o mol_2024_07_10_1520430_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1512301_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1512301_000.pdb -o mol_2024_07_10_1512301_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
mol_2024_07_10_1526173_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1526173_000.pdb -o mol_2024_07_10_1526173_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_28
