ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_1730_0,Mpro-protein,-8.659621,
Updated_Mpro_data_1364_0,Mpro-protein,-6.37863,
Updated_Mpro_data_1364_0,Mpro-protein,-6.557323,
Updated_Mpro_data_1023_0,Mpro-protein,-7.602819,
Updated_Mpro_data_1023_0,Mpro-protein,-7.492674,
Updated_Mpro_data_313_0,Mpro-protein,-7.168915,
Updated_Mpro_data_313_0,Mpro-protein,-7.443171,
Updated_Mpro_data_1421_0,Mpro-protein,-7.141643,
Updated_Mpro_data_1421_0,Mpro-protein,-7.338118,
Updated_Mpro_data_1924_0,Mpro-protein,-5.321755,
Updated_Mpro_data_1924_0,Mpro-protein,-5.129862,
Updated_Mpro_data_689_0,Mpro-protein,-7.615144,
Updated_Mpro_data_689_0,Mpro-protein,-7.577958,
Updated_Mpro_data_1938_0,Mpro-protein,-7.248837,
Updated_Mpro_data_1938_0,Mpro-protein,-7.248838,
Updated_Mpro_data_604_0,Mpro-protein,-7.36012,
Updated_Mpro_data_604_0,Mpro-protein,-6.577536,
Updated_Mpro_data_801_0,Mpro-protein,-8.462817,
Updated_Mpro_data_801_0,Mpro-protein,-8.315659,
Updated_Mpro_data_1941_0,Mpro-protein,-7.550965,
Updated_Mpro_data_1941_0,Mpro-protein,-7.308514,
Updated_Mpro_data_203_0,Mpro-protein,-4.334994,
Updated_Mpro_data_203_0,Mpro-protein,-4.482184,
Updated_Mpro_data_2412_0,Mpro-protein,-7.402635,
Updated_Mpro_data_2412_0,Mpro-protein,-7.26566,
Updated_Mpro_data_2191_0,Mpro-protein,-6.489062,
Updated_Mpro_data_2191_0,Mpro-protein,-6.489063,
Updated_Mpro_data_1145_0,Mpro-protein,-7.726822,
Updated_Mpro_data_1145_0,Mpro-protein,-7.886354,
Updated_Mpro_data_1291_0,Mpro-protein,-7.747375,
Updated_Mpro_data_1291_0,Mpro-protein,-7.806177,
Updated_Mpro_data_2456_0,Mpro-protein,-7.186266,
Updated_Mpro_data_2456_0,Mpro-protein,-7.441736,
Updated_Mpro_data_1398_0,Mpro-protein,-2.664471,
Updated_Mpro_data_1398_0,Mpro-protein,-2.676536,
Updated_Mpro_data_683_0,Mpro-protein,-7.050562,
Updated_Mpro_data_683_0,Mpro-protein,-7.089837,
Updated_Mpro_data_342_0,Mpro-protein,-4.378371,
Updated_Mpro_data_342_0,Mpro-protein,-4.233417,
Updated_Mpro_data_795_0,Mpro-protein,-3.480462,
Updated_Mpro_data_795_0,Mpro-protein,-3.801809,
Updated_Mpro_data_1777_0,Mpro-protein,-9.271542,
Updated_Mpro_data_1777_0,Mpro-protein,-9.407492,
Updated_Mpro_data_337_0,Mpro-protein,-3.813103,
Updated_Mpro_data_337_0,Mpro-protein,-4.195087,
Updated_Mpro_data_712_0,Mpro-protein,-8.215786,
Updated_Mpro_data_712_0,Mpro-protein,-8.448622,
Updated_Mpro_data_993_0,Mpro-protein,-4.145663,
Updated_Mpro_data_993_0,Mpro-protein,-4.569405,
Updated_Mpro_data_434_0,Mpro-protein,-6.869519,
Updated_Mpro_data_434_0,Mpro-protein,-6.699155,
Updated_Mpro_data_632_0,Mpro-protein,-7.574673,
Updated_Mpro_data_632_0,Mpro-protein,-7.572629,
Updated_Mpro_data_2389_0,Mpro-protein,-6.841701,
Updated_Mpro_data_2389_0,Mpro-protein,-6.585294,
Updated_Mpro_data_1350_0,Mpro-protein,-6.673187,
Updated_Mpro_data_1350_0,Mpro-protein,-6.870159,
Updated_Mpro_data_1168_0,Mpro-protein,-6.779031,
Updated_Mpro_data_1168_0,Mpro-protein,-7.310132,
Updated_Mpro_data_2257_0,Mpro-protein,-6.937459,
Updated_Mpro_data_2257_0,Mpro-protein,-7.286137,
Updated_Mpro_data_2472_0,Mpro-protein,-7.985777,
Updated_Mpro_data_2472_0,Mpro-protein,-7.646404,
Updated_Mpro_data_470_0,Mpro-protein,-3.755879,
Updated_Mpro_data_470_0,Mpro-protein,-3.389683,
Updated_Mpro_data_324_0,Mpro-protein,-6.104483,
Updated_Mpro_data_324_0,Mpro-protein,-6.140155,
Updated_Mpro_data_702_0,Mpro-protein,-7.68144,
Updated_Mpro_data_702_0,Mpro-protein,-7.807636,
Updated_Mpro_data_1080_0,Mpro-protein,-6.249987,
Updated_Mpro_data_1080_0,Mpro-protein,-6.062937,
Updated_Mpro_data_456_0,Mpro-protein,10.309465,
Updated_Mpro_data_456_0,Mpro-protein,1.579453,
Updated_Mpro_data_84_0,Mpro-protein,-5.854076,
Updated_Mpro_data_84_0,Mpro-protein,-6.283127,
Updated_Mpro_data_1980_0,Mpro-protein,-6.467077,
Updated_Mpro_data_1980_0,Mpro-protein,-5.375418,
Updated_Mpro_data_2120_0,Mpro-protein,-6.282355,
Updated_Mpro_data_2120_0,Mpro-protein,-5.933438,
Updated_Mpro_data_1992_0,Mpro-protein,-3.557403,
Updated_Mpro_data_1992_0,Mpro-protein,-3.5311,
Updated_Mpro_data_2388_0,Mpro-protein,-6.562881,
Updated_Mpro_data_2388_0,Mpro-protein,-5.543117,
Updated_Mpro_data_1855_0,Mpro-protein,-3.7235,
Updated_Mpro_data_1855_0,Mpro-protein,-4.630829,
Updated_Mpro_data_494_0,Mpro-protein,-4.731092,
Updated_Mpro_data_494_0,Mpro-protein,-4.788037,
Updated_Mpro_data_212_0,Mpro-protein,-1.470419,
Updated_Mpro_data_212_0,Mpro-protein,-1.336968,
Updated_Mpro_data_2021_0,Mpro-protein,-6.38628,
Updated_Mpro_data_2021_0,Mpro-protein,-6.386279,
Updated_Mpro_data_1649_0,Mpro-protein,-7.970645,
Updated_Mpro_data_1649_0,Mpro-protein,-7.818712,
Updated_Mpro_data_1261_0,Mpro-protein,-8.554301,
Updated_Mpro_data_1261_0,Mpro-protein,-8.44362,
Updated_Mpro_data_2183_0,Mpro-protein,-7.624813,
Updated_Mpro_data_2183_0,Mpro-protein,-7.780311,
Updated_Mpro_data_2141_0,Mpro-protein,-3.631258,
Updated_Mpro_data_2141_0,Mpro-protein,-3.501952,
Updated_Mpro_data_1165_0,Mpro-protein,-7.210147,
Updated_Mpro_data_1165_0,Mpro-protein,-6.616631,
Updated_Mpro_data_2044.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_1103_0,Mpro-protein,-4.626819,
Updated_Mpro_data_1103_0,Mpro-protein,-4.841031,
Updated_Mpro_data_481_0,Mpro-protein,-4.865055,
Updated_Mpro_data_481_0,Mpro-protein,-4.865055,
Updated_Mpro_data_1642_0,Mpro-protein,-6.987965,
Updated_Mpro_data_1642_0,Mpro-protein,-6.976514,
Updated_Mpro_data_2147_0,Mpro-protein,-4.498627,
Updated_Mpro_data_2147_0,Mpro-protein,-3.192471,
Updated_Mpro_data_1687.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_1828_0,Mpro-protein,-7.687089,
Updated_Mpro_data_1828_0,Mpro-protein,-7.687094,
Updated_Mpro_data_297_0,Mpro-protein,-7.391714,
Updated_Mpro_data_297_0,Mpro-protein,-6.993825,
Updated_Mpro_data_2001_0,Mpro-protein,-1.252205,
Updated_Mpro_data_2001_0,Mpro-protein,-1.059655,
Updated_Mpro_data_211_0,Mpro-protein,-3.200295,
Updated_Mpro_data_211_0,Mpro-protein,-2.0948,
Updated_Mpro_data_1575_0,Mpro-protein,-6.980598,
Updated_Mpro_data_1575_0,Mpro-protein,-6.818151,
Updated_Mpro_data_2270_0,Mpro-protein,-6.817055,
Updated_Mpro_data_2270_0,Mpro-protein,-6.910394,
Updated_Mpro_data_2381_0,Mpro-protein,-5.559541,
Updated_Mpro_data_2381_0,Mpro-protein,-5.53124,
Updated_Mpro_data_241_0,Mpro-protein,-4.142519,
Updated_Mpro_data_241_0,Mpro-protein,-4.142522,
Updated_Mpro_data_1699_0,Mpro-protein,-9.14242,
Updated_Mpro_data_1699_0,Mpro-protein,-9.069538,
Updated_Mpro_data_868_0,Mpro-protein,-6.180655,
Updated_Mpro_data_868_0,Mpro-protein,-6.522084,
Updated_Mpro_data_2090_0,Mpro-protein,-7.26185,
Updated_Mpro_data_2090_0,Mpro-protein,-5.493674,
Updated_Mpro_data_17_0,Mpro-protein,-5.927248,
Updated_Mpro_data_17_0,Mpro-protein,-5.98178,
Updated_Mpro_data_1950_0,Mpro-protein,-5.267033,
Updated_Mpro_data_1950_0,Mpro-protein,-5.085029,
Updated_Mpro_data_1660.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_906_0,Mpro-protein,-5.260238,
Updated_Mpro_data_906_0,Mpro-protein,-8.118134,
Updated_Mpro_data_1240_0,Mpro-protein,-6.665075,
Updated_Mpro_data_1240_0,Mpro-protein,-6.490221,
Updated_Mpro_data_1535.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_1535_docked.sdf
Updated_Mpro_data_2591_0,Mpro-protein,-7.090364,
Updated_Mpro_data_2591_0,Mpro-protein,-7.100683,
Updated_Mpro_data_1490_0,Mpro-protein,-4.207039,
Updated_Mpro_data_1490_0,Mpro-protein,-3.855579,
Updated_Mpro_data_1994_0,Mpro-protein,-5.978457,
Updated_Mpro_data_1994_0,Mpro-protein,-6.066164,
Updated_Mpro_data_2444_0,Mpro-protein,-8.718943,
Updated_Mpro_data_2444_0,Mpro-protein,-8.77482,
Updated_Mpro_data_713_0,Mpro-protein,-5.531319,
Updated_Mpro_data_713_0,Mpro-protein,-5.542201,
Updated_Mpro_data_939_0,Mpro-protein,-7.159297,
Updated_Mpro_data_939_0,Mpro-protein,-7.276578,
Updated_Mpro_data_1533_0,Mpro-protein,-4.69853,
Updated_Mpro_data_1533_0,Mpro-protein,-4.510211,
Updated_Mpro_data_179_0,Mpro-protein,-2.985234,
Updated_Mpro_data_179_0,Mpro-protein,-3.739761,
Updated_Mpro_data_633.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_633_docked.sdf
Updated_Mpro_data_486_0,Mpro-protein,-4.699656,
Updated_Mpro_data_486_0,Mpro-protein,-4.737384,
Updated_Mpro_data_1792_0,Mpro-protein,-7.269408,
Updated_Mpro_data_1792_0,Mpro-protein,-7.211768,
Updated_Mpro_data_1365_0,Mpro-protein,-5.89468,
Updated_Mpro_data_1365_0,Mpro-protein,-5.926861,
Updated_Mpro_data_1749_0,Mpro-protein,-0.498559,
Updated_Mpro_data_1749_0,Mpro-protein,-1.307492,
Updated_Mpro_data_327_0,Mpro-protein,-7.027921,
Updated_Mpro_data_327_0,Mpro-protein,-7.013616,
Updated_Mpro_data_1497_0,Mpro-protein,-5.66793,
Updated_Mpro_data_1497_0,Mpro-protein,-5.866161,
Updated_Mpro_data_2055_0,Mpro-protein,-6.750937,
Updated_Mpro_data_2055_0,Mpro-protein,-6.747748,
Updated_Mpro_data_1769_0,Mpro-protein,-5.673947,
Updated_Mpro_data_1769_0,Mpro-protein,-5.559908,
Updated_Mpro_data_37_0,Mpro-protein,-3.266337,
Updated_Mpro_data_37_0,Mpro-protein,-4.274425,
Updated_Mpro_data_1824_0,Mpro-protein,-3.922957,
Updated_Mpro_data_1824_0,Mpro-protein,-3.795103,
Updated_Mpro_data_1272_0,Mpro-protein,-6.449457,
Updated_Mpro_data_1272_0,Mpro-protein,-6.606361,
Updated_Mpro_data_953_0,Mpro-protein,-5.104485,
Updated_Mpro_data_953_0,Mpro-protein,-5.10449,
Updated_Mpro_data_295_0,Mpro-protein,-6.314178,
Updated_Mpro_data_295_0,Mpro-protein,-6.36491,
Updated_Mpro_data_1522_0,Mpro-protein,-6.188987,
Updated_Mpro_data_1522_0,Mpro-protein,-6.494618,
Updated_Mpro_data_325_0,Mpro-protein,-4.682907,
Updated_Mpro_data_325_0,Mpro-protein,-5.123021,
Updated_Mpro_data_2546_0,Mpro-protein,-6.214577,
Updated_Mpro_data_2546_0,Mpro-protein,-6.452792,
Updated_Mpro_data_1666.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_70_0,Mpro-protein,-5.772884,
Updated_Mpro_data_70_0,Mpro-protein,-7.030408,
Updated_Mpro_data_2615_0,Mpro-protein,-6.7483,
Updated_Mpro_data_2615_0,Mpro-protein,-6.673739,
Updated_Mpro_data_1281_0,Mpro-protein,-7.849788,
Updated_Mpro_data_1281_0,Mpro-protein,-7.941288,
Updated_Mpro_data_1728_0,Mpro-protein,-7.292357,
Updated_Mpro_data_1728_0,Mpro-protein,-7.026526,
Updated_Mpro_data_990_0,Mpro-protein,-5.570232,
Updated_Mpro_data_990_0,Mpro-protein,-5.700969,
Updated_Mpro_data_1981_0,Mpro-protein,-2.883517,
Updated_Mpro_data_1981_0,Mpro-protein,-3.500482,
Updated_Mpro_data_2348_0,Mpro-protein,-7.697756,
Updated_Mpro_data_2348_0,Mpro-protein,-7.648868,
Updated_Mpro_data_102_0,Mpro-protein,-3.795898,
Updated_Mpro_data_102_0,Mpro-protein,-3.840831,
Updated_Mpro_data_593_0,Mpro-protein,-8.067969,
Updated_Mpro_data_593_0,Mpro-protein,-8.390807,
Updated_Mpro_data_1014_0,Mpro-protein,-7.606696,
Updated_Mpro_data_1014_0,Mpro-protein,-6.721922,
Updated_Mpro_data_1199_0,Mpro-protein,-6.056221,
Updated_Mpro_data_1199_0,Mpro-protein,-5.533363,
Updated_Mpro_data_2603_0,Mpro-protein,-6.302166,
Updated_Mpro_data_2603_0,Mpro-protein,-6.360275,
Updated_Mpro_data_1637_0,Mpro-protein,-6.097788,
Updated_Mpro_data_1637_0,Mpro-protein,-6.501303,
Updated_Mpro_data_870_0,Mpro-protein,-4.686869,
Updated_Mpro_data_870_0,Mpro-protein,-4.703331,
Updated_Mpro_data_2437_0,Mpro-protein,-6.149313,
Updated_Mpro_data_2437_0,Mpro-protein,-6.329808,
Updated_Mpro_data_1417_0,Mpro-protein,-7.024345,
Updated_Mpro_data_1417_0,Mpro-protein,-7.500529,
Updated_Mpro_data_349_0,Mpro-protein,-6.688007,
Updated_Mpro_data_349_0,Mpro-protein,-7.015909,
Updated_Mpro_data_1273_0,Mpro-protein,-7.793045,
Updated_Mpro_data_1273_0,Mpro-protein,-7.861276,
Updated_Mpro_data_2099_0,Mpro-protein,-8.493505,
Updated_Mpro_data_2099_0,Mpro-protein,-8.58931,
Updated_Mpro_data_601_0,Mpro-protein,-7.512164,
Updated_Mpro_data_601_0,Mpro-protein,-7.485028,
Updated_Mpro_data_19_0,Mpro-protein,-4.441763,
Updated_Mpro_data_19_0,Mpro-protein,-4.296042,
Updated_Mpro_data_647_0,Mpro-protein,-7.222266,
Updated_Mpro_data_647_0,Mpro-protein,-6.771472,
Updated_Mpro_data_278_0,Mpro-protein,-5.838248,
Updated_Mpro_data_278_0,Mpro-protein,-5.82575,
Updated_Mpro_data_2506_0,Mpro-protein,-6.685798,
Updated_Mpro_data_2506_0,Mpro-protein,-6.553234,
Updated_Mpro_data_1779_0,Mpro-protein,1.510405,
Updated_Mpro_data_1779_0,Mpro-protein,-1.829834,
Updated_Mpro_data_1815_0,Mpro-protein,-8.386463,
Updated_Mpro_data_1815_0,Mpro-protein,-8.184661,
Updated_Mpro_data_1446_0,Mpro-protein,-6.60908,
Updated_Mpro_data_1446_0,Mpro-protein,-6.756162,
Updated_Mpro_data_1435_0,Mpro-protein,-8.223042,
Updated_Mpro_data_1435_0,Mpro-protein,-7.354053,
Updated_Mpro_data_2478_0,Mpro-protein,-6.093333,
Updated_Mpro_data_2478_0,Mpro-protein,-5.942679,
Updated_Mpro_data_979_0,Mpro-protein,-6.482488,
Updated_Mpro_data_979_0,Mpro-protein,-6.331265,
Updated_Mpro_data_889_0,Mpro-protein,-6.039783,
Updated_Mpro_data_889_0,Mpro-protein,-6.025985,
Updated_Mpro_data_2346_0,Mpro-protein,-9.848949,
Updated_Mpro_data_2346_0,Mpro-protein,-9.614268,
Updated_Mpro_data_1967_0,Mpro-protein,-7.468575,
Updated_Mpro_data_1967_0,Mpro-protein,-7.437044,
Updated_Mpro_data_789_0,Mpro-protein,-7.188741,
Updated_Mpro_data_789_0,Mpro-protein,-7.577596,
Updated_Mpro_data_2735_0,Mpro-protein,-5.282576,
Updated_Mpro_data_2735_0,Mpro-protein,-5.388643,
Updated_Mpro_data_1464_0,Mpro-protein,-4.456896,
Updated_Mpro_data_1464_0,Mpro-protein,-4.673023,
Updated_Mpro_data_2297_0,Mpro-protein,-8.019724,
Updated_Mpro_data_2297_0,Mpro-protein,-8.005295,
Updated_Mpro_data_1310_0,Mpro-protein,-6.295509,
Updated_Mpro_data_1310_0,Mpro-protein,-6.538975,
Updated_Mpro_data_1378_0,Mpro-protein,-7.242452,
Updated_Mpro_data_1378_0,Mpro-protein,-7.37193,
Updated_Mpro_data_2483_0,Mpro-protein,-5.807384,
Updated_Mpro_data_2483_0,Mpro-protein,-5.584921,
Updated_Mpro_data_1470_0,Mpro-protein,-4.943113,
Updated_Mpro_data_1470_0,Mpro-protein,-5.036305,
Updated_Mpro_data_2189.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_Updated_Mpro_data_2189_docked.sdf
Updated_Mpro_data_1689_0,Mpro-protein,-6.773364,
Updated_Mpro_data_1689_0,Mpro-protein,-6.738417,
Updated_Mpro_data_637_0,Mpro-protein,-8.025444,
Updated_Mpro_data_637_0,Mpro-protein,-7.741757,
Updated_Mpro_data_2459_0,Mpro-protein,-5.062914,
Updated_Mpro_data_2459_0,Mpro-protein,-4.701018,
Updated_Mpro_data_1429_0,Mpro-protein,-3.839185,
Updated_Mpro_data_1429_0,Mpro-protein,-3.839184,
Updated_Mpro_data_2186_0,Mpro-protein,-8.457241,
Updated_Mpro_data_2186_0,Mpro-protein,-8.457234,
Updated_Mpro_data_1484_0,Mpro-protein,-7.171993,
Updated_Mpro_data_1484_0,Mpro-protein,-7.318794,
Updated_Mpro_data_678.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_2469_0,Mpro-protein,-8.841196,
Updated_Mpro_data_2469_0,Mpro-protein,-8.694565,
Updated_Mpro_data_1694_0,Mpro-protein,-6.714794,
Updated_Mpro_data_1694_0,Mpro-protein,-6.741713,
Updated_Mpro_data_707_0,Mpro-protein,-8.338086,
Updated_Mpro_data_707_0,Mpro-protein,-8.407122,
Updated_Mpro_data_1872_0,Mpro-protein,-7.046483,
Updated_Mpro_data_1872_0,Mpro-protein,-7.218742,
Updated_Mpro_data_1955_0,Mpro-protein,-4.229661,
Updated_Mpro_data_1955_0,Mpro-protein,-4.229665,
Updated_Mpro_data_2575_0,Mpro-protein,-9.082318,
Updated_Mpro_data_2575_0,Mpro-protein,-9.055074,
Updated_Mpro_data_1237_0,Mpro-protein,-5.999645,
Updated_Mpro_data_1237_0,Mpro-protein,-6.741596,
Updated_Mpro_data_132_0,Mpro-protein,-2.611139,
Updated_Mpro_data_132_0,Mpro-protein,-3.706207,
Updated_Mpro_data_1964_0,Mpro-protein,-7.947856,
Updated_Mpro_data_1964_0,Mpro-protein,-7.635252,
Updated_Mpro_data_450_0,Mpro-protein,-6.158339,
Updated_Mpro_data_450_0,Mpro-protein,-6.158337,
Updated_Mpro_data_1221_0,Mpro-protein,-7.837194,
Updated_Mpro_data_1221_0,Mpro-protein,-7.837198,
Updated_Mpro_data_1325_0,Mpro-protein,-2.482656,
Updated_Mpro_data_1325_0,Mpro-protein,-2.740318,
Updated_Mpro_data_1234_0,Mpro-protein,-6.495707,
Updated_Mpro_data_1234_0,Mpro-protein,-6.418073,
Updated_Mpro_data_2311_0,Mpro-protein,-6.120347,
Updated_Mpro_data_2311_0,Mpro-protein,-6.071493,
Updated_Mpro_data_2426_0,Mpro-protein,-4.822861,
Updated_Mpro_data_2426_0,Mpro-protein,-4.996894,
Updated_Mpro_data_1516_0,Mpro-protein,-6.495768,
Updated_Mpro_data_1516_0,Mpro-protein,-6.495768,
Updated_Mpro_data_1220_0,Mpro-protein,-8.290411,
Updated_Mpro_data_1220_0,Mpro-protein,-8.427529,
Updated_Mpro_data_1986_0,Mpro-protein,-6.297261,
Updated_Mpro_data_1986_0,Mpro-protein,-6.26685,
Updated_Mpro_data_1825_0,Mpro-protein,-7.119793,
Updated_Mpro_data_1825_0,Mpro-protein,-7.065158,
Updated_Mpro_data_1890_0,Mpro-protein,-7.855035,
Updated_Mpro_data_1890_0,Mpro-protein,-7.822554,
Updated_Mpro_data_2409_0,Mpro-protein,-5.015962,
Updated_Mpro_data_2409_0,Mpro-protein,-5.246562,
Updated_Mpro_data_219_0,Mpro-protein,-6.102583,
Updated_Mpro_data_219_0,Mpro-protein,-7.465164,
Updated_Mpro_data_615_0,Mpro-protein,-8.628601,
Updated_Mpro_data_615_0,Mpro-protein,-8.271837,
Updated_Mpro_data_332_0,Mpro-protein,-4.837521,
Updated_Mpro_data_332_0,Mpro-protein,-4.837516,
Updated_Mpro_data_1212_0,Mpro-protein,-6.174247,
Updated_Mpro_data_1212_0,Mpro-protein,-6.142132,
Updated_Mpro_data_2300_0,Mpro-protein,-6.782928,
Updated_Mpro_data_2300_0,Mpro-protein,-6.661003,
Updated_Mpro_data_763_0,Mpro-protein,-4.843466,
Updated_Mpro_data_763_0,Mpro-protein,-5.512592,
Updated_Mpro_data_517_0,Mpro-protein,-7.300589,
Updated_Mpro_data_517_0,Mpro-protein,-7.317801,
Updated_Mpro_data_34_0,Mpro-protein,-4.067774,
Updated_Mpro_data_34_0,Mpro-protein,-4.001612,
Updated_Mpro_data_122_0,Mpro-protein,-6.603276,
Updated_Mpro_data_122_0,Mpro-protein,-6.440168,
Updated_Mpro_data_1717_0,Mpro-protein,-8.506589,
Updated_Mpro_data_1717_0,Mpro-protein,-8.506582,
Updated_Mpro_data_1570_0,Mpro-protein,-6.787598,
Updated_Mpro_data_1570_0,Mpro-protein,-6.931841,
Updated_Mpro_data_109_0,Mpro-protein,-3.82595,
Updated_Mpro_data_109_0,Mpro-protein,-3.233489,
Updated_Mpro_data_897_0,Mpro-protein,-6.243812,
Updated_Mpro_data_897_0,Mpro-protein,-7.149286,
Updated_Mpro_data_2471_0,Mpro-protein,-5.128593,
Updated_Mpro_data_2471_0,Mpro-protein,-5.128594,
Updated_Mpro_data_2442_0,Mpro-protein,-6.537264,
Updated_Mpro_data_2442_0,Mpro-protein,-7.42265,
Updated_Mpro_data_2142_0,Mpro-protein,-3.77707,
Updated_Mpro_data_2142_0,Mpro-protein,-3.082416,
Updated_Mpro_data_867_0,Mpro-protein,-7.028962,
Updated_Mpro_data_867_0,Mpro-protein,-6.828646,
Updated_Mpro_data_81_0,Mpro-protein,-3.497211,
Updated_Mpro_data_81_0,Mpro-protein,-5.937899,
Updated_Mpro_data_2410_0,Mpro-protein,-6.01723,
Updated_Mpro_data_2410_0,Mpro-protein,-6.015182,
Updated_Mpro_data_1249_0,Mpro-protein,-6.387085,
Updated_Mpro_data_1249_0,Mpro-protein,-6.51337,
Updated_Mpro_data_1254_0,Mpro-protein,-7.10816,
Updated_Mpro_data_1254_0,Mpro-protein,-7.129792,
Updated_Mpro_data_238_0,Mpro-protein,-5.008747,
Updated_Mpro_data_238_0,Mpro-protein,-5.11015,
Updated_Mpro_data_1510_0,Mpro-protein,-4.492882,
Updated_Mpro_data_1510_0,Mpro-protein,-4.492877,
Updated_Mpro_data_2553_0,Mpro-protein,-6.888245,
Updated_Mpro_data_2553_0,Mpro-protein,-6.787624,
Updated_Mpro_data_270_0,Mpro-protein,-2.330468,
Updated_Mpro_data_270_0,Mpro-protein,-2.270447,
Updated_Mpro_data_2086_0,Mpro-protein,-7.615502,
Updated_Mpro_data_2086_0,Mpro-protein,-7.651203,
Updated_Mpro_data_591_0,Mpro-protein,-3.977,
Updated_Mpro_data_591_0,Mpro-protein,-4.141488,
Updated_Mpro_data_525_0,Mpro-protein,-4.079959,
Updated_Mpro_data_525_0,Mpro-protein,-4.079962,
Updated_Mpro_data_343_0,Mpro-protein,-4.673273,
Updated_Mpro_data_343_0,Mpro-protein,-4.642825,
Updated_Mpro_data_2494_0,Mpro-protein,-5.125477,
Updated_Mpro_data_2494_0,Mpro-protein,-5.24864,
Updated_Mpro_data_1244_0,Mpro-protein,-5.826215,
Updated_Mpro_data_1244_0,Mpro-protein,-5.752739,
Updated_Mpro_data_768_0,Mpro-protein,-9.342813,
Updated_Mpro_data_768_0,Mpro-protein,-8.684489,
Updated_Mpro_data_1963_0,Mpro-protein,-7.241818,
Updated_Mpro_data_1963_0,Mpro-protein,-7.262817,
Updated_Mpro_data_1095_0,Mpro-protein,-5.526026,
Updated_Mpro_data_1095_0,Mpro-protein,-7.928237,
Updated_Mpro_data_1493_0,Mpro-protein,-5.470744,
Updated_Mpro_data_1493_0,Mpro-protein,-5.47075,
Updated_Mpro_data_2009_0,Mpro-protein,-8.432401,
Updated_Mpro_data_2009_0,Mpro-protein,-8.293334,
Updated_Mpro_data_186_0,Mpro-protein,-5.921565,
Updated_Mpro_data_186_0,Mpro-protein,-5.71668,
Updated_Mpro_data_1405_0,Mpro-protein,-7.159703,
Updated_Mpro_data_1405_0,Mpro-protein,-7.282715,
Updated_Mpro_data_1952_0,Mpro-protein,-5.26525,
Updated_Mpro_data_1952_0,Mpro-protein,-5.411812,
Updated_Mpro_data_584_0,Mpro-protein,-5.78009,
Updated_Mpro_data_584_0,Mpro-protein,-5.497973,
