ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_2701_0,Mpro-protein,-7.530759,
Updated_Mpro_data_1691_0,Mpro-protein,-7.003184,
Updated_Mpro_data_880_0,Mpro-protein,-5.473946,
Updated_Mpro_data_1379_0,Mpro-protein,-7.687132,
Updated_Mpro_data_152_0,Mpro-protein,-2.402623,
Updated_Mpro_data_1759_0,Mpro-protein,-8.814647,
Updated_Mpro_data_908_0,Mpro-protein,-7.162113,
Updated_Mpro_data_1956_0,Mpro-protein,-4.429143,
Updated_Mpro_data_2215_0,Mpro-protein,-8.060781,
Updated_Mpro_data_1592_0,Mpro-protein,-5.384392,
Updated_Mpro_data_424_0,Mpro-protein,-7.056262,
Updated_Mpro_data_2284_0,Mpro-protein,-8.455926,
Updated_Mpro_data_2209_0,Mpro-protein,-5.252885,
Updated_Mpro_data_2243_0,Mpro-protein,-6.824759,
Updated_Mpro_data_1978_0,Mpro-protein,-8.155456,
Updated_Mpro_data_180_0,Mpro-protein,-7.377752,
Updated_Mpro_data_2592_0,Mpro-protein,-5.211026,
Updated_Mpro_data_869_0,Mpro-protein,-3.973708,
Updated_Mpro_data_1933_0,Mpro-protein,-7.787277,
Updated_Mpro_data_1015_0,Mpro-protein,-5.871579,
Updated_Mpro_data_16.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment
Updated_Mpro_data_819_0,Mpro-protein,-4.706395,
Updated_Mpro_data_116_0,Mpro-protein,-6.86414,
Updated_Mpro_data_22_0,Mpro-protein,-7.808394,
Updated_Mpro_data_358_0,Mpro-protein,-4.944906,
Updated_Mpro_data_2661_0,Mpro-protein,-7.161863,
Updated_Mpro_data_1327_0,Mpro-protein,-7.729121,
Updated_Mpro_data_1681_0,Mpro-protein,-9.305108,
Updated_Mpro_data_1715_0,Mpro-protein,-8.358292,
Updated_Mpro_data_1066_0,Mpro-protein,-9.130133,
Updated_Mpro_data_465_0,Mpro-protein,-5.72755,
Updated_Mpro_data_1703_0,Mpro-protein,-4.18878,
Updated_Mpro_data_2370_0,Mpro-protein,-8.754821,
Updated_Mpro_data_872_0,Mpro-protein,-4.897646,
Updated_Mpro_data_1827_0,Mpro-protein,-8.12686,
Updated_Mpro_data_1530_0,Mpro-protein,-4.847124,
Updated_Mpro_data_2371_0,Mpro-protein,-7.282416,
Updated_Mpro_data_2700_0,Mpro-protein,-6.935195,
Updated_Mpro_data_944_0,Mpro-protein,-6.586247,
Updated_Mpro_data_1125_0,Mpro-protein,-8.611767,
Updated_Mpro_data_1814_0,Mpro-protein,-9.442421,
Updated_Mpro_data_2156_0,Mpro-protein,-6.290148,
Updated_Mpro_data_782_0,Mpro-protein,-2.233907,
Updated_Mpro_data_2617_0,Mpro-protein,-8.099777,
Updated_Mpro_data_1750_0,Mpro-protein,-3.392172,
Updated_Mpro_data_1391_0,Mpro-protein,-5.585267,
Updated_Mpro_data_1543_0,Mpro-protein,-4.644069,
Updated_Mpro_data_509_0,Mpro-protein,-4.962737,
Updated_Mpro_data_404_0,Mpro-protein,-5.906522,
Updated_Mpro_data_1739_0,Mpro-protein,-9.766932,
Updated_Mpro_data_1932_0,Mpro-protein,-7.538637,
Updated_Mpro_data_730_0,Mpro-protein,-7.496036,
Updated_Mpro_data_2194_0,Mpro-protein,-4.355687,
Updated_Mpro_data_289_0,Mpro-protein,-6.218748,
Updated_Mpro_data_380_0,Mpro-protein,-1.115567,
Updated_Mpro_data_2238_0,Mpro-protein,-8.254722,
Updated_Mpro_data_796_0,Mpro-protein,-0.501338,
Updated_Mpro_data_546_0,Mpro-protein,2.030618,
Updated_Mpro_data_2417_0,Mpro-protein,-9.199013,
Updated_Mpro_data_2694_0,Mpro-protein,-8.662643,
Updated_Mpro_data_552_0,Mpro-protein,-4.438376,
Updated_Mpro_data_515_0,Mpro-protein,-5.064821,
Updated_Mpro_data_1781_0,Mpro-protein,-1.301264,
Updated_Mpro_data_1337_0,Mpro-protein,-6.251379,
Updated_Mpro_data_1707_0,Mpro-protein,-8.848974,
Updated_Mpro_data_243_0,Mpro-protein,-7.020637,
Updated_Mpro_data_1688_0,Mpro-protein,-9.432616,
Updated_Mpro_data_851_0,Mpro-protein,-4.53055,
Updated_Mpro_data_1793_0,Mpro-protein,-7.522943,
Updated_Mpro_data_544_0,Mpro-protein,-4.718511,
Updated_Mpro_data_490_0,Mpro-protein,-5.398468,
Updated_Mpro_data_1974_0,Mpro-protein,-4.904462,
Updated_Mpro_data_2709_0,Mpro-protein,-7.899639,
Updated_Mpro_data_1849_0,Mpro-protein,-5.474013,
Updated_Mpro_data_1564_0,Mpro-protein,-6.963455,
Updated_Mpro_data_733_0,Mpro-protein,-7.187888,
Updated_Mpro_data_815_0,Mpro-protein,-6.743948,
Updated_Mpro_data_310_0,Mpro-protein,-9.333586,
Updated_Mpro_data_1797_0,Mpro-protein,-6.274355,
Updated_Mpro_data_2036_0,Mpro-protein,-5.589332,
Updated_Mpro_data_2565_0,Mpro-protein,-6.155529,
Updated_Mpro_data_2449_0,Mpro-protein,-6.435508,
Updated_Mpro_data_575_0,Mpro-protein,-6.11494,
Updated_Mpro_data_1618_0,Mpro-protein,-4.246425,
Updated_Mpro_data_139_0,Mpro-protein,-4.04306,
Updated_Mpro_data_668_0,Mpro-protein,-6.682228,
Updated_Mpro_data_2586_0,Mpro-protein,-10.198864,
Updated_Mpro_data_640_0,Mpro-protein,-7.70021,
Updated_Mpro_data_1208_0,Mpro-protein,-7.235859,
Updated_Mpro_data_976_0,Mpro-protein,-4.575906,
Updated_Mpro_data_2037_0,Mpro-protein,-3.752577,
Updated_Mpro_data_1495_0,Mpro-protein,-5.695247,
Updated_Mpro_data_1335_0,Mpro-protein,-6.725149,
Updated_Mpro_data_2512_0,Mpro-protein,-6.785621,
Updated_Mpro_data_2085_0,Mpro-protein,-7.05141,
Updated_Mpro_data_480_0,Mpro-protein,-7.709892,
Updated_Mpro_data_1088_0,Mpro-protein,-7.007235,
Updated_Mpro_data_2302_0,Mpro-protein,-9.707563,
Updated_Mpro_data_1774_0,Mpro-protein,-7.127244,
Updated_Mpro_data_2226_0,Mpro-protein,-5.136605,
Updated_Mpro_data_675_0,Mpro-protein,-3.516688,
Updated_Mpro_data_1610_0,Mpro-protein,-6.467089,
Updated_Mpro_data_2454_0,Mpro-protein,-7.556869,
Updated_Mpro_data_1279_0,Mpro-protein,-0.293016,
Updated_Mpro_data_533_0,Mpro-protein,-7.621671,
Updated_Mpro_data_625_0,Mpro-protein,1.471763,
Updated_Mpro_data_2325_0,Mpro-protein,-9.118587,
Updated_Mpro_data_1627_0,Mpro-protein,-8.227558,
Updated_Mpro_data_2166_0,Mpro-protein,-7.80589,
Updated_Mpro_data_2316_0,Mpro-protein,-10.052777,
Updated_Mpro_data_1545_0,Mpro-protein,-5.656859,
Updated_Mpro_data_30_0,Mpro-protein,-4.541497,
Updated_Mpro_data_1146_0,Mpro-protein,-10.103863,
Updated_Mpro_data_938_0,Mpro-protein,-4.532179,
Updated_Mpro_data_1305_0,Mpro-protein,-5.841579,
Updated_Mpro_data_1285_0,Mpro-protein,-6.355631,
Updated_Mpro_data_2507_0,Mpro-protein,-4.956153,
Updated_Mpro_data_643_0,Mpro-protein,-6.855061,
Updated_Mpro_data_207_0,Mpro-protein,-1.859486,
Updated_Mpro_data_1830_0,Mpro-protein,-3.638733,
Updated_Mpro_data_100_0,Mpro-protein,-5.442869,
Updated_Mpro_data_2685_0,Mpro-protein,-6.430049,
Updated_Mpro_data_2308_0,Mpro-protein,-7.62126,
Updated_Mpro_data_86_0,Mpro-protein,-7.83257,
Updated_Mpro_data_23_0,Mpro-protein,-8.631853,
Updated_Mpro_data_2221_0,Mpro-protein,7.17367,
Updated_Mpro_data_1757_0,Mpro-protein,-7.897327,
Updated_Mpro_data_328_0,Mpro-protein,-7.722311,
Updated_Mpro_data_1262_0,Mpro-protein,-8.058978,
Updated_Mpro_data_2051_0,Mpro-protein,-5.254577,
Updated_Mpro_data_1678_0,Mpro-protein,-8.283503,
Updated_Mpro_data_1404_0,Mpro-protein,-5.815313,
Updated_Mpro_data_594_0,Mpro-protein,-7.513111,
Updated_Mpro_data_760_0,Mpro-protein,-8.696736,
Updated_Mpro_data_1885_0,Mpro-protein,-7.471751,
Updated_Mpro_data_2649_0,Mpro-protein,-6.980135,
Updated_Mpro_data_348_0,Mpro-protein,-7.528722,
Updated_Mpro_data_1384_0,Mpro-protein,-7.470451,
Updated_Mpro_data_398_0,Mpro-protein,-6.472105,
Updated_Mpro_data_611_0,Mpro-protein,-7.474298,
Updated_Mpro_data_1655_0,Mpro-protein,-6.52013,
Updated_Mpro_data_1109_0,Mpro-protein,-5.897308,
Updated_Mpro_data_1266_0,Mpro-protein,-7.851108,
Updated_Mpro_data_910_0,Mpro-protein,-7.305416,
Updated_Mpro_data_334_0,Mpro-protein,-6.571325,
Updated_Mpro_data_650_0,Mpro-protein,-6.913661,
Updated_Mpro_data_1763_0,Mpro-protein,-5.091152,
Updated_Mpro_data_360_0,Mpro-protein,-5.801487,
Updated_Mpro_data_949_0,Mpro-protein,-7.271443,
Updated_Mpro_data_461_0,Mpro-protein,-5.130873,
Updated_Mpro_data_2138_0,Mpro-protein,0.167144,
Updated_Mpro_data_787_0,Mpro-protein,-7.989563,
Updated_Mpro_data_2016_0,Mpro-protein,-4.670628,
Updated_Mpro_data_658_0,Mpro-protein,-7.306423,
Updated_Mpro_data_1803_0,Mpro-protein,-5.249272,
Updated_Mpro_data_1858_0,Mpro-protein,-2.883136,
Updated_Mpro_data_435_0,Mpro-protein,-3.305433,
Updated_Mpro_data_1801_0,Mpro-protein,-7.032224,
Updated_Mpro_data_446_0,Mpro-protein,-8.021414,
Updated_Mpro_data_2663_0,Mpro-protein,-6.663576,
Updated_Mpro_data_384_0,Mpro-protein,-5.496227,
Updated_Mpro_data_1409_0,Mpro-protein,-8.187341,
Updated_Mpro_data_936_0,Mpro-protein,-5.202998,
Updated_Mpro_data_2023_0,Mpro-protein,-5.031074,
Updated_Mpro_data_671_0,Mpro-protein,-5.282408,
Updated_Mpro_data_1363_0,Mpro-protein,-6.442314,
Updated_Mpro_data_2527_0,Mpro-protein,-6.783038,
Updated_Mpro_data_2391_0,Mpro-protein,-7.700841,
Updated_Mpro_data_2358_0,Mpro-protein,-6.751152,
Updated_Mpro_data_1730_0,Mpro-protein,-8.366599,
Updated_Mpro_data_1364_0,Mpro-protein,-6.37863,
Updated_Mpro_data_1023_0,Mpro-protein,-7.602819,
Updated_Mpro_data_313_0,Mpro-protein,-7.168915,
Updated_Mpro_data_1421_0,Mpro-protein,-7.141643,
Updated_Mpro_data_1924_0,Mpro-protein,-5.321755,
Updated_Mpro_data_689_0,Mpro-protein,-7.615144,
Updated_Mpro_data_1938_0,Mpro-protein,-7.248837,
Updated_Mpro_data_604_0,Mpro-protein,-7.36012,
Updated_Mpro_data_801_0,Mpro-protein,-8.462817,
Updated_Mpro_data_1941_0,Mpro-protein,-7.550965,
Updated_Mpro_data_203_0,Mpro-protein,-4.334994,
Updated_Mpro_data_2412_0,Mpro-protein,-7.402635,
Updated_Mpro_data_2191_0,Mpro-protein,-6.489062,
Updated_Mpro_data_1145_0,Mpro-protein,-7.726822,
Updated_Mpro_data_1291_0,Mpro-protein,-7.747375,
Updated_Mpro_data_2456_0,Mpro-protein,-7.186266,
Updated_Mpro_data_1398_0,Mpro-protein,-2.664471,
Updated_Mpro_data_683_0,Mpro-protein,-7.050562,
Updated_Mpro_data_342_0,Mpro-protein,-4.378371,
Updated_Mpro_data_795_0,Mpro-protein,-3.480462,
Updated_Mpro_data_1777_0,Mpro-protein,-9.271542,
Updated_Mpro_data_337_0,Mpro-protein,-3.813103,
Updated_Mpro_data_712_0,Mpro-protein,-8.215786,
Updated_Mpro_data_993_0,Mpro-protein,-4.145663,
Updated_Mpro_data_434_0,Mpro-protein,-6.869519,
Updated_Mpro_data_632_0,Mpro-protein,-7.574673,
Updated_Mpro_data_2389_0,Mpro-protein,-6.841701,
Updated_Mpro_data_1350_0,Mpro-protein,-6.673187,
Updated_Mpro_data_1168_0,Mpro-protein,-6.779031,
Updated_Mpro_data_2257_0,Mpro-protein,-6.937459,
Updated_Mpro_data_2472_0,Mpro-protein,-7.985777,
Updated_Mpro_data_470_0,Mpro-protein,-3.755879,
Updated_Mpro_data_324_0,Mpro-protein,-6.104483,
Updated_Mpro_data_702_0,Mpro-protein,-7.68144,
Updated_Mpro_data_1080_0,Mpro-protein,-6.249987,
Updated_Mpro_data_456_0,Mpro-protein,10.309465,
Updated_Mpro_data_84_0,Mpro-protein,-5.854076,
Updated_Mpro_data_1980_0,Mpro-protein,-6.467077,
Updated_Mpro_data_2120_0,Mpro-protein,-6.282355,
Updated_Mpro_data_1992_0,Mpro-protein,-3.557403,
Updated_Mpro_data_2388_0,Mpro-protein,-6.562881,
Updated_Mpro_data_1855_0,Mpro-protein,-3.7235,
Updated_Mpro_data_494_0,Mpro-protein,-4.731092,
Updated_Mpro_data_212_0,Mpro-protein,-1.470419,
Updated_Mpro_data_2021_0,Mpro-protein,-6.38628,
Updated_Mpro_data_1649_0,Mpro-protein,-7.970645,
Updated_Mpro_data_1261_0,Mpro-protein,-8.554301,
Updated_Mpro_data_2183_0,Mpro-protein,-7.624813,
Updated_Mpro_data_2141_0,Mpro-protein,-3.631258,
Updated_Mpro_data_1165_0,Mpro-protein,-7.210147,
Updated_Mpro_data_1103_0,Mpro-protein,-4.626819,
Updated_Mpro_data_481_0,Mpro-protein,-4.865055,
Updated_Mpro_data_1642_0,Mpro-protein,-6.987965,
Updated_Mpro_data_2147_0,Mpro-protein,-4.498627,
Updated_Mpro_data_1828_0,Mpro-protein,-7.687089,
Updated_Mpro_data_297_0,Mpro-protein,-7.391714,
Updated_Mpro_data_2001_0,Mpro-protein,-1.252205,
Updated_Mpro_data_211_0,Mpro-protein,-3.200295,
Updated_Mpro_data_1575_0,Mpro-protein,-6.980598,
Updated_Mpro_data_2270_0,Mpro-protein,-6.817055,
Updated_Mpro_data_2381_0,Mpro-protein,-5.559541,
Updated_Mpro_data_241_0,Mpro-protein,-4.142519,
Updated_Mpro_data_1699_0,Mpro-protein,-9.14242,
Updated_Mpro_data_868_0,Mpro-protein,-6.180655,
Updated_Mpro_data_2090_0,Mpro-protein,-7.26185,
Updated_Mpro_data_17_0,Mpro-protein,-5.927248,
Updated_Mpro_data_1950_0,Mpro-protein,-5.267033,
Updated_Mpro_data_906_0,Mpro-protein,-5.260238,
Updated_Mpro_data_1240_0,Mpro-protein,-6.665075,
Updated_Mpro_data_2591_0,Mpro-protein,-7.090364,
Updated_Mpro_data_1490_0,Mpro-protein,-4.207039,
Updated_Mpro_data_1994_0,Mpro-protein,-5.978457,
Updated_Mpro_data_2444_0,Mpro-protein,-8.718943,
Updated_Mpro_data_713_0,Mpro-protein,-5.531319,
Updated_Mpro_data_939_0,Mpro-protein,-7.159297,
Updated_Mpro_data_1533_0,Mpro-protein,-4.69853,
Updated_Mpro_data_179_0,Mpro-protein,-2.985234,
Updated_Mpro_data_486_0,Mpro-protein,-4.699656,
Updated_Mpro_data_1792_0,Mpro-protein,-7.269408,
Updated_Mpro_data_1365_0,Mpro-protein,-5.89468,
Updated_Mpro_data_1749_0,Mpro-protein,-0.498559,
Updated_Mpro_data_327_0,Mpro-protein,-7.027921,
Updated_Mpro_data_1497_0,Mpro-protein,-5.66793,
Updated_Mpro_data_2055_0,Mpro-protein,-6.750937,
Updated_Mpro_data_1769_0,Mpro-protein,-5.673947,
Updated_Mpro_data_37_0,Mpro-protein,-3.266337,
Updated_Mpro_data_1824_0,Mpro-protein,-3.922957,
Updated_Mpro_data_1272_0,Mpro-protein,-6.449457,
Updated_Mpro_data_953_0,Mpro-protein,-5.104485,
Updated_Mpro_data_295_0,Mpro-protein,-6.314178,
Updated_Mpro_data_1522_0,Mpro-protein,-6.188987,
Updated_Mpro_data_325_0,Mpro-protein,-4.682907,
Updated_Mpro_data_2546_0,Mpro-protein,-6.214577,
Updated_Mpro_data_70_0,Mpro-protein,-5.772884,
Updated_Mpro_data_2615_0,Mpro-protein,-6.7483,
Updated_Mpro_data_1281_0,Mpro-protein,-7.849788,
Updated_Mpro_data_1728_0,Mpro-protein,-7.292357,
Updated_Mpro_data_990_0,Mpro-protein,-5.570232,
Updated_Mpro_data_1981_0,Mpro-protein,-2.883517,
Updated_Mpro_data_2348_0,Mpro-protein,-7.697756,
