mol_id,total_atoms,stable_ratio,exp_id,dummy_atoms,samples,silvr,comment,crude_rmsd,is_fragmented,qed,sa,smiles,auto3d_rmsd,vina_score,chemgauss4,shapegauss
mol_2024_07_09_1141473_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.924503210274407,False,0.7298981426055425,7.621724146921481,[H]c1nc(C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C2([H])OC2([H])[H])c1[H],1.6908807251566234,-5.207,-5.467327,-99.910576
mol_2024_07_09_1133231_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.26474560794334,,,,,,-6.512,-6.724285,-104.579086
mol_2024_07_09_1121270_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.398122506855316,False,0.2323821943221059,7.633258852001848,[H]N=C([H])NC([H])([H])SC(=O)C([H])(O[H])N([H])c1nc([H])nc([H])c1[H],1.51568576711832,-5.71,-5.429545,-92.646233
mol_2024_07_09_1122262_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.884706005385412,False,0.4245853720316736,7.839373174769214,[H]N(NC(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H])C(=O)NC([H])([H])[H],1.687201650308405,-5.064,-5.635318,-90.265991
mol_2024_07_09_1145152_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.936064285827788,False,0.5954333920857113,7.231073925638926,[H]OC([H])([H])C(/C(Cl)=N/C1=C(Cl)N=C([H])C([H])([H])O1)=C(/N([H])[H])C([H])([H])[H],0.5707349707931715,-5.663,-6.17365,-135.391815
mol_2024_07_09_1123000_000,24,1.0,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.888245803586975,False,0.4526948457086533,8.087811289328094,[H]N1C([H])([H])N([H])[C@@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])N([H])[H])C1([H])[H],1.2319382999754005,-4.041,-5.21683,-80.034012
mol_2024_07_09_1128512_000,24,0.9583333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.878540579628261,False,0.595883694232304,7.803899460227512,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H],1.009715165751695,-4.781,-6.630759,-57.511353
mol_2024_07_09_1126343_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.595936030103783,True,0.4566372008872502,,[H]C1([H])O[C@@]1([H])C(=O)O.[H]N([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)N1[H],,,,-83.49678
mol_2024_07_09_1125270_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.635181354570092,False,0.7156535568540148,7.578108153249847,[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c2c(c1[H])C([H])(C([H])([H])[H])ON2,0.2098663390955198,-5.502,-6.599019,-83.289558
mol_2024_07_09_1126002_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.728936964125614,False,0.5538562069340117,7.95251163100824,[H]NC1([H])N([H])C([H])([H])S[C@]2([H])N1[C@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H],0.6285093805785014,-4.637,-6.470475,-102.449333
mol_2024_07_09_1132380_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.6801367727114345,True,0.8340608959251367,,[H]N([H])C(=O)C([H])([H])C([N-2])=O.[H]c1c([H])c(Br)c([H])c(C([H])([H])[H])c1[H],,,,-77.699814
mol_2024_07_09_1133270_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.649953961451151,False,0.1854205079406721,5.89415115276306,[H]/C(=C(/[H])C([H])([H])C(=O)N([H])[H])N([H])NC([H])([H])C([H])(OC([H])([H])[H])N([H])O,1.7456619266812212,-5.056,-5.687137,-106.526283
mol_2024_07_09_1128071_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.991964938507971,False,0.8311024890596942,7.699882544463067,[H]OC1=NN=C([H])C([H])([H])C([H])([H])C1([H])Nc1c([H])c([H])c([H])c([H])c1Cl,1.9758947006384788,-6.276,-7.512216,-111.694679
mol_2024_07_09_1145430_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.518210736434096,False,0.6295428588657318,7.585752774638179,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N1C(=O)SC([H])([H])C1([H])[H],1.482549607613857,-3.942,-5.267429,-83.043709
mol_2024_07_09_1134150_000,24,0.625,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.907293729434957,True,0.3305011737209881,,[H]N([H])[H].[H]O[C@@]1([H])N([H])C(=O)NC2([H])C(=O)C2([H])C([H])([H])S[S@]1(O)O[H],,,,-142.113373
mol_2024_07_09_1143101_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.118080739255884,False,0.3953606273608035,5.976729579371909,[H]C1=C2C3=C(SNC(=O)N([H])C3=O)N([H])C(C(=O)O)=C2N([H])C1([H])[H],0.8661619227936588,-6.815,-6.975991,-127.098137
mol_2024_07_09_1144040_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.123481094294742,False,0.0977319812223544,6.656041788338593,[H]N=C(N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])N([H])NNN([H])C([H])([H])[H],1.543528509649848,-4.987,-6.797162,-87.272369
mol_2024_07_09_1127161_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.294059073075789,False,0.5013093973164383,7.332734859005427,[H]N=C(OC([H])([H])[H])C1=C([H])C([H])([H])C(OS(O)(O)C([H])([H])[H])=C1[H],1.3613484675616954,-5.009,-6.544326,-67.494232
mol_2024_07_09_1135553_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.3867348073164125,False,0.4611430297280565,7.839532478223366,[H]O[C@@]([H])(C([H])([H])[H])S(=O)(=O)N(C(=O)N([H])[H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H],1.655904901214946,-5.31,-4.666823,-126.299271
mol_2024_07_09_1138292_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.069785807899726,False,0.5288181949720031,7.1261120930139565,[H]OC([H])([H])C([H])([H])OC([H])([H])C(=O)c1nc(C([H])([H])[H])nc([H])c1[H],0.920439756260167,-5.305,-5.597131,-123.147552
mol_2024_07_09_1135033_000,24,0.6666666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.152093030265704,False,0.5041089383226958,7.740085747805239,[H]OC([H])([H])C([H])([H])N1C(=O)C([H])([H])S[C@@]12NC2([H])/C([H])=C(/[H])C([H])([H])[N-2],2.039426980705372,-4.855,-6.28492,-108.58223
mol_2024_07_09_1124442_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.364058834737628,False,0.7188560550125288,6.545424196188877,[H]C1=C([H])C(Cl)=C([H])C([H])(NC2([H])N([H])C([H])([H])OC([H])([H])C2([H])[H])O1,1.031572307249562,-5.438,-6.344245,-117.815018
mol_2024_07_09_1137373_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.32443119850055,False,0.2498532635783824,7.738438332950836,[H]N=C([N-]C(=O)N([H])C#N)/C([S+]=O)=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H],1.0664340667678869,-5.337,-5.797781,-135.210327
mol_2024_07_09_1139193_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.104544481837956,False,0.7117906087569964,7.551971905745789,[H]OC([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])N=NC([H])=C([H])C([H])=C1[H],1.3042563902134117,-5.384,-6.863108,-91.464073
mol_2024_07_09_1122130_000,24,0.9583333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.190039499400387,False,0.5384601409125583,8.019921227533857,[H]/C1=C(\[H])C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])([H])OC1([H])[H],0.9544743268527012,-4.559,-5.461158,-90.174606
mol_2024_07_09_1141111_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.447281209038617,False,0.6886546028388981,5.283757262447151,[H]C1=C(C([H])([H])OC([H])([H])[H])S(=O)(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])C(=O)N([H])[H],1.439776917249129,-4.783,-5.088729,-106.100922
mol_2024_07_09_1132273_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.383903450249862,False,0.7897009401577206,7.765647245697704,[H]C1=C([H])C([H])([H])C([H])=C1C([H])(C#N)c1c([H])nc([H])c(N([H])[H])c1[H],1.3420461244437287,-5.7,-8.430538,-96.74762
mol_2024_07_09_1124461_000,24,0.625,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.848050435800823,True,0.3286408237748521,,[H]C([H])([H])C(=S)C([H])([H])C(O)=C=O.[H]C([H])([H])OC([H])([H])N1C([H])([H])C1([H])[H],,,,-122.630981
mol_2024_07_09_1122171_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.111563019490537,False,0.2615739422894933,6.649927738339391,[H]NC1([H])N=C(NNC(=O)C([H])([H])/C(Cl)=C(/O[H])C(=O)O)OC([H])=C1[H],2.366045219937392,-6.819,-5.71536,-129.986862
mol_2024_07_09_1138283_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.241240114810331,False,0.5102931714093494,7.335049896557713,[H]C1=C([H])C([H])([H])[C@]([H])(NC(=O)N2OC2([H])[H])C(NC(=O)N([H])[H])=N1,1.4243470854660845,-6.397,-5.936443,-108.943031
mol_2024_07_09_1140121_000,24,0.5833333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.208130445190852,False,0.4607577565653301,7.950685820087697,[H]c1c([H])c([H])c(NNC2([H])N([H])C([H])([H])OC([H])([H])C2([H])[H])c(S)c1[H],1.5338208077410107,-5.808,-6.410152,-86.341476
mol_2024_07_09_1144560_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.720652070245687,True,0.5829069754635352,,[H]C1=C([H])C([H])=C([H])C(C#N)=C([H])N1.[H]OC1([H])C([H])([H])C1([H])[H],,,,-90.549065
mol_2024_07_09_1145123_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.758248712037507,True,0.749246279018416,,[H]C([H])([H])C(=O)O.[H]c1nc2c([H])c([H])c(F)c([H])c2c([H])c1F,,,,-121.212074
mol_2024_07_09_1129033_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.120448028414417,False,0.4483032102730395,6.325877469002425,[H]C([H])([H])OC(=O)/N=C(\Nc1n[nH]nc1SC([H])([H])[H])C([H])([H])[H],2.0760922920720684,-5.382,-5.852342,-98.631187
mol_2024_07_09_1123332_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.828345651998285,False,0.3933049196601881,7.890184236377291,[H]NN([H])c1c([H])c([H])c(O[H])c(C([H])([H])C([H])(C2=NO2)C([H])([H])[H])c1[H],,-6.338,-7.150484,-97.61335
mol_2024_07_09_1136463_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.681081460699432,True,0.4021539552504432,,[H]N1C(=O)C([H])([H])C1([H])[H].[H]OC1([H])N(C([H])([H])[H])C(=O)N([H])C1([H])[H],,,,-94.518661
mol_2024_07_09_1145101_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.489702302718142,True,0.5502107870442142,,[H]C([H])([H])C(=O)S.[H]NC([H])([H])S/C([H])=C1\OC([H])([H])C(=O)C1([H])[H],,,,-116.274216
mol_2024_07_09_1130402_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.398349260655633,False,0.650966435696867,7.316448318395922,[H]C1=C=C([H])C([H])([H])/C(=C2\SC3=C(N2[H])C([H])([H])C([H])=C3[H])C([H])=C1Cl,0.3221784649705775,-6.205,-8.201872,-90.568367
mol_2024_07_09_1125351_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.141762408240617,,,,,,-6.007,-6.581549,-120.530121
mol_2024_07_09_1143130_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.547150066176478,False,0.5073859847574236,7.425648639721478,[H]NC(=O)/C(=C(/[H])C([H])([H])NC1([H])N([H])C1([H])/C(Br)=C(/[H])C([H])([H])[H])C([H])([H])[H],2.455926174607174,-5.368,-5.599931,-83.5877
mol_2024_07_09_1135520_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.423552489311526,False,0.5130420552608183,7.065662650568702,[H]c1snc(C([H])([H])C(=O)C(=O)N([H])C([H])([H])N([H])C([H])([H])[H])c1[H],2.3981318065498427,-5.396,-6.369534,-87.055405
mol_2024_07_09_1128143_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.0057824599245375,False,0.5157519815303448,7.805315034641323,[H]/C(=C(/C([H])([H])[H])C([H])([H])[H])C([H])(N=O)C1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],1.3047015208867905,-5.06,-6.063065,-71.746025
mol_2024_07_09_1141350_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.903267646945151,True,0.4897669795118933,,[H]C1=NC([H])([H])C([H])=NC(C(=O)NN=O)=C1[H].[H]OC([H])([H])C([H])([H])[H],,,,-99.967232
mol_2024_07_09_1143062_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.108470963522566,False,0.7777193329377899,6.921889627811358,[H]c1nc2c([H])c3c(n2c([H])c1Br)N([H])C([H])([H])N([H])C([H])([H])S3,0.729037912343512,-5.522,-6.653918,-102.144226
mol_2024_07_09_1123500_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.068588607735263,False,0.5064133571864896,7.985906236189542,[H]N([H])C([H])([H])C([H])([H])N[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(O)[C@@]12[H],0.7678196010094345,-3.982,-5.316205,-86.166481
mol_2024_07_09_1144183_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.036855491990029,False,0.5286766618442145,8.185029636274308,[H]O[C@@]1([H])C([H])([H])[C@]1([H])N1N([H])N/C([H])=C([H])\C([H])=C(\[H])C([H])([H])C1([H])[H],0.9663138673907912,-5.065,-6.293756,-93.886833
mol_2024_07_09_1143273_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.155486133038965,False,0.5734830425373814,5.723261077306994,[H]NC1([H])SC([H])=C([H])C([H])([H])/C1=C(\[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],1.2701773280883584,-4.653,-5.87991,-103.073936
mol_2024_07_09_1124380_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.300248775804751,False,0.6121194188943544,7.253198483546501,[H]Oc1c([H])nc([H])c(C([H])([H])NC([H])([H])C(=O)N([H])C([H])([H])[H])c1[H],1.2294255334215665,-5.488,-7.315667,-122.806145
mol_2024_07_09_1131010_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.4164119319487165,False,0.4602296742016931,7.340127043404123,[H]C1=C([H])C([H])([H])C([H])(C2([H])NC([H])([H])S[C@@]3([H])C([H])([H])[C@@]3([N+](=O)[O-])N2[H])N1,1.124698222294391,-6.227,-6.461898,-94.626755
mol_2024_07_09_1125433_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.105044075930844,True,0.3137926573826514,,[H]C([H])([H])[H].[H]OC([H])(NN([H])C(=O)C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],,,,-80.529228
mol_2024_07_09_1121273_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.422908805855563,False,0.1663236371497444,7.911671016396423,[H]ON([H])C(=C=C(O)/C([H])=[N+](/[H])C(=O)[S+]=O)[N-][N-]C([H])([H])C([H])([H])[H],1.1177802664252283,-5.908,-5.82173,-133.155273
