mol_id,total_atoms,stable_ratio,exp_id,dummy_atoms,samples,silvr,comment,crude_rmsd,is_fragmented,qed,sa,smiles,auto3d_rmsd
mol_2024_07_09_1139090_000,24,0.5833333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.09078952470445,False,0.6104252929988683,6.786591074216824,[H]/C1=N/N=N\C([H])(N([H])[H])C(=C=O)/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C1=O,2.1734402264867394
mol_2024_07_09_1139590_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.702500650682928,False,0.6684365650865504,7.096067830573784,[H]C1=NC(C([H])([H])[H])=C(Cl)C([H])(C2([H])C([H])([H])SC([H])([H])C2([H])[H])C([H])=C1[H],1.0261286517799524
mol_2024_07_09_1123073_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.85491057526195,True,0.6871400558310788,,[H]C1=C([H])C([H])([H])C([H])=C1[H].[H]c1c([H])c([H])c(NC([H])([H])[H])c([H])c1[H],
mol_2024_07_09_1137131_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.075342436079203,False,0.5727399037115509,6.97814244244891,[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O,1.9031348737552307
mol_2024_07_09_1127490_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.358282175633455,False,0.4932573497193153,6.993104435383019,[H]C1=C([H])C([H])(C(=O)C([H])([H])NN([H])C(=O)C([H])([H])C(F)(F)F)N([H])S1,1.4829079743279012
mol_2024_07_09_1144101_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.053543880441477,False,0.6137092613846329,7.945597793048847,[H]C1=C(Cl)C([H])(N2N3C([H])([H])S(=O)(=O)C([H])([H])C([H])([H])N([H])[C@@]23O)S1,1.5331864893369664
mol_2024_07_09_1126251_000,24,0.5,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.627784384809328,True,0.1676720844264215,,[H]NC([H])([H])NC1=NC1([H])SC([H])([H])S[C@]([H])(S)NNNC([H])([H])[H].[H]NC([H])([H])[H],
mol_2024_07_09_1135171_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.746685569839849,False,0.5976374925587059,7.793052028755531,[H]O[C@@]([H])(NC(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],1.3435372736984663
mol_2024_07_09_1128581_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.122875123117669,False,0.6045459677516235,7.007114654750226,[H]c1c(Br)nc(C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])S2(=O)=O)c(Br)c1[H],1.6429543147491819
mol_2024_07_09_1141473_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.924503210274407,False,0.7298981426055425,7.621724146921481,[H]c1nc(C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C2([H])OC2([H])[H])c1[H],1.6908807251566234
mol_2024_07_09_1133231_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.26474560794334,,,,,
mol_2024_07_09_1121270_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.398122506855316,False,0.2323821943221059,7.633258852001848,[H]N=C([H])NC([H])([H])SC(=O)C([H])(O[H])N([H])c1nc([H])nc([H])c1[H],1.51568576711832
mol_2024_07_09_1122262_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.884706005385412,False,0.4245853720316736,7.839373174769214,[H]N(NC(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H])C(=O)NC([H])([H])[H],1.687201650308405
mol_2024_07_09_1145152_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.936064285827788,False,0.5954333920857113,7.231073925638926,[H]OC([H])([H])C(/C(Cl)=N/C1=C(Cl)N=C([H])C([H])([H])O1)=C(/N([H])[H])C([H])([H])[H],0.5707349707931715
mol_2024_07_09_1123000_000,24,1.0,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.888245803586975,False,0.4526948457086533,8.087811289328094,[H]N1C([H])([H])N([H])[C@@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])N([H])[H])C1([H])[H],1.2319382999754003
mol_2024_07_09_1128512_000,24,0.9583333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.878540579628261,False,0.595883694232304,7.803899460227512,[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C1=C([H])C([H])([H])C([H])=C([H])C1([H])[H],1.009715165751695
mol_2024_07_09_1126343_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.595936030103783,True,0.4566372008872502,,[H]C1([H])O[C@@]1([H])C(=O)O.[H]N([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)N1[H],
mol_2024_07_09_1125270_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.635181354570092,False,0.7156535568540148,7.578108153249847,[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c2c(c1[H])C([H])(C([H])([H])[H])ON2,0.20986633909551988
mol_2024_07_09_1126002_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.728936964125614,False,0.5538562069340117,7.95251163100824,[H]NC1([H])N([H])C([H])([H])S[C@]2([H])N1[C@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H],0.6285093805785014
mol_2024_07_09_1132380_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.6801367727114345,True,0.8340608959251367,,[H]N([H])C(=O)C([H])([H])C([N-2])=O.[H]c1c([H])c(Br)c([H])c(C([H])([H])[H])c1[H],
mol_2024_07_09_1133270_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.649953961451151,False,0.1854205079406721,5.89415115276306,[H]/C(=C(/[H])C([H])([H])C(=O)N([H])[H])N([H])NC([H])([H])C([H])(OC([H])([H])[H])N([H])O,1.7456619266812212
mol_2024_07_09_1128071_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.991964938507971,False,0.8311024890596942,7.699882544463067,[H]OC1=NN=C([H])C([H])([H])C([H])([H])C1([H])Nc1c([H])c([H])c([H])c([H])c1Cl,1.9758947006384788
mol_2024_07_09_1145430_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.518210736434096,False,0.6295428588657318,7.585752774638179,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N1C(=O)SC([H])([H])C1([H])[H],1.4825496076138567
mol_2024_07_09_1134150_000,24,0.625,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.907293729434957,True,0.3305011737209881,,[H]N([H])[H].[H]O[C@@]1([H])N([H])C(=O)NC2([H])C(=O)C2([H])C([H])([H])S[S@]1(O)O[H],
mol_2024_07_09_1143101_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.118080739255884,False,0.3953606273608035,5.976729579371909,[H]C1=C2C3=C(SNC(=O)N([H])C3=O)N([H])C(C(=O)O)=C2N([H])C1([H])[H],0.8661619227936588
mol_2024_07_09_1144040_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.123481094294742,False,0.0977319812223544,6.656041788338593,[H]N=C(N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])N([H])NNN([H])C([H])([H])[H],1.5435285096498481
mol_2024_07_09_1127161_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.294059073075789,False,0.5013093973164383,7.332734859005427,[H]N=C(OC([H])([H])[H])C1=C([H])C([H])([H])C(OS(O)(O)C([H])([H])[H])=C1[H],1.3613484675616954
mol_2024_07_09_1135553_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.3867348073164125,False,0.4611430297280565,7.839532478223366,[H]O[C@@]([H])(C([H])([H])[H])S(=O)(=O)N(C(=O)N([H])[H])C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H],1.655904901214946
mol_2024_07_09_1138292_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.069785807899726,False,0.5288181949720031,7.1261120930139565,[H]OC([H])([H])C([H])([H])OC([H])([H])C(=O)c1nc(C([H])([H])[H])nc([H])c1[H],0.920439756260167
mol_2024_07_09_1135033_000,24,0.6666666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.152093030265704,False,0.5041089383226958,7.740085747805239,[H]OC([H])([H])C([H])([H])N1C(=O)C([H])([H])S[C@@]12NC2([H])/C([H])=C(/[H])C([H])([H])[N-2],2.039426980705372
mol_2024_07_09_1124442_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.364058834737628,False,0.7188560550125288,6.545424196188877,[H]C1=C([H])C(Cl)=C([H])C([H])(NC2([H])N([H])C([H])([H])OC([H])([H])C2([H])[H])O1,1.031572307249562
mol_2024_07_09_1137373_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.32443119850055,False,0.2498532635783824,7.738438332950836,[H]N=C([N-]C(=O)N([H])C#N)/C([S+]=O)=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H],1.0664340667678869
mol_2024_07_09_1139193_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.104544481837956,False,0.7117906087569964,7.551971905745789,[H]OC([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])N=NC([H])=C([H])C([H])=C1[H],1.3042563902134117
mol_2024_07_09_1122130_000,24,0.9583333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.190039499400387,False,0.5384601409125583,8.019921227533857,[H]/C1=C(\[H])C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])([H])OC1([H])[H],0.9544743268527013
mol_2024_07_09_1141111_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.447281209038617,False,0.6886546028388981,5.283757262447151,[H]C1=C(C([H])([H])OC([H])([H])[H])S(=O)(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])C(=O)N([H])[H],1.439776917249129
mol_2024_07_09_1132273_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.383903450249862,False,0.7897009401577206,7.765647245697704,[H]C1=C([H])C([H])([H])C([H])=C1C([H])(C#N)c1c([H])nc([H])c(N([H])[H])c1[H],1.3420461244437287
mol_2024_07_09_1124461_000,24,0.625,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.848050435800823,True,0.3286408237748521,,[H]C([H])([H])C(=S)C([H])([H])C(O)=C=O.[H]C([H])([H])OC([H])([H])N1C([H])([H])C1([H])[H],
mol_2024_07_09_1122171_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.111563019490537,False,0.2615739422894933,6.649927738339391,[H]NC1([H])N=C(NNC(=O)C([H])([H])/C(Cl)=C(/O[H])C(=O)O)OC([H])=C1[H],2.366045219937392
mol_2024_07_09_1138283_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.241240114810331,False,0.5102931714093494,7.335049896557713,[H]C1=C([H])C([H])([H])[C@]([H])(NC(=O)N2OC2([H])[H])C(NC(=O)N([H])[H])=N1,1.4243470854660845
mol_2024_07_09_1140121_000,24,0.5833333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.208130445190852,False,0.4607577565653301,7.950685820087697,[H]c1c([H])c([H])c(NNC2([H])N([H])C([H])([H])OC([H])([H])C2([H])[H])c(S)c1[H],1.5338208077410107
mol_2024_07_09_1144560_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.720652070245687,True,0.5829069754635352,,[H]C1=C([H])C([H])=C([H])C(C#N)=C([H])N1.[H]OC1([H])C([H])([H])C1([H])[H],
mol_2024_07_09_1145123_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.758248712037507,True,0.749246279018416,,[H]C([H])([H])C(=O)O.[H]c1nc2c([H])c([H])c(F)c([H])c2c([H])c1F,
mol_2024_07_09_1129033_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.120448028414417,False,0.4483032102730395,6.325877469002425,[H]C([H])([H])OC(=O)/N=C(\Nc1n[nH]nc1SC([H])([H])[H])C([H])([H])[H],2.0760922920720684
mol_2024_07_09_1123332_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.828345651998285,False,0.3933049196601881,7.890184236377291,[H]NN([H])c1c([H])c([H])c(O[H])c(C([H])([H])C([H])(C2=NO2)C([H])([H])[H])c1[H],
mol_2024_07_09_1136463_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.681081460699432,True,0.4021539552504432,,[H]N1C(=O)C([H])([H])C1([H])[H].[H]OC1([H])N(C([H])([H])[H])C(=O)N([H])C1([H])[H],
mol_2024_07_09_1145101_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.489702302718142,True,0.5502107870442142,,[H]C([H])([H])C(=O)S.[H]NC([H])([H])S/C([H])=C1\OC([H])([H])C(=O)C1([H])[H],
mol_2024_07_09_1130402_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.398349260655633,False,0.650966435696867,7.316448318395922,[H]C1=C=C([H])C([H])([H])/C(=C2\SC3=C(N2[H])C([H])([H])C([H])=C3[H])C([H])=C1Cl,0.3221784649705775
mol_2024_07_09_1125351_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.141762408240617,,,,,
mol_2024_07_09_1143130_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.547150066176478,False,0.5073859847574236,7.425648639721478,[H]NC(=O)/C(=C(/[H])C([H])([H])NC1([H])N([H])C1([H])/C(Br)=C(/[H])C([H])([H])[H])C([H])([H])[H],2.455926174607174
mol_2024_07_09_1135520_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.423552489311526,False,0.5130420552608183,7.065662650568702,[H]c1snc(C([H])([H])C(=O)C(=O)N([H])C([H])([H])N([H])C([H])([H])[H])c1[H],2.3981318065498427
mol_2024_07_09_1128143_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.0057824599245375,False,0.5157519815303448,7.805315034641323,[H]/C(=C(/C([H])([H])[H])C([H])([H])[H])C([H])(N=O)C1([H])N([H])C([H])([H])C([H])([H])C1([H])[H],1.3047015208867903
mol_2024_07_09_1141350_000,24,0.7083333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.903267646945151,True,0.4897669795118933,,[H]C1=NC([H])([H])C([H])=NC(C(=O)NN=O)=C1[H].[H]OC([H])([H])C([H])([H])[H],
mol_2024_07_09_1143062_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.108470963522566,False,0.7777193329377899,6.921889627811358,[H]c1nc2c([H])c3c(n2c([H])c1Br)N([H])C([H])([H])N([H])C([H])([H])S3,0.729037912343512
mol_2024_07_09_1123500_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.068588607735263,False,0.5064133571864896,7.985906236189542,[H]N([H])C([H])([H])C([H])([H])N[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(O)[C@@]12[H],0.7678196010094345
mol_2024_07_09_1144183_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.036855491990029,False,0.5286766618442145,8.185029636274308,[H]O[C@@]1([H])C([H])([H])[C@]1([H])N1N([H])N/C([H])=C([H])\C([H])=C(\[H])C([H])([H])C1([H])[H],0.9663138673907913
mol_2024_07_09_1143273_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.155486133038965,False,0.5734830425373814,5.723261077306994,[H]NC1([H])SC([H])=C([H])C([H])([H])/C1=C(\[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],1.2701773280883584
mol_2024_07_09_1124380_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.300248775804751,False,0.6121194188943544,7.253198483546501,[H]Oc1c([H])nc([H])c(C([H])([H])NC([H])([H])C(=O)N([H])C([H])([H])[H])c1[H],1.2294255334215665
mol_2024_07_09_1131010_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.4164119319487165,False,0.4602296742016931,7.340127043404123,[H]C1=C([H])C([H])([H])C([H])(C2([H])NC([H])([H])S[C@@]3([H])C([H])([H])[C@@]3([N+](=O)[O-])N2[H])N1,1.1246982222943913
mol_2024_07_09_1125433_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.105044075930844,True,0.3137926573826514,,[H]C([H])([H])[H].[H]OC([H])(NN([H])C(=O)C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],
mol_2024_07_09_1121273_000,24,0.75,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.422908805855563,False,0.1663236371497444,7.911671016396423,[H]ON([H])C(=C=C(O)/C([H])=[N+](/[H])C(=O)[S+]=O)[N-][N-]C([H])([H])C([H])([H])[H],1.1177802664252283
mol_2024_07_09_1146023_000,24,0.8333333333333334,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.987930654194704,False,0.4684580916020788,6.985387877326944,[H]c1sc(C(=O)N2C([H])([H])C(=O)N3C([H])(Cl)NN([H])[C@@]32O)c([H])c1[H],0.7822871204414797
mol_2024_07_09_1140470_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.326198313084172,True,0.5518391257045278,,[H]C([H])([H])[H].[H]C([H])=NC1=NNC2=NC([H])=C([H])C([H])([H])NC2=C1[H],
mol_2024_07_09_1130443_000,24,0.7916666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.184080200018571,True,0.3453368967096715,,[H]C1([H])On2[nH]n2C1([H])NC(=S)NN1C([H])([H])C1([H])[H].[H]OC([H])([H])[H],
mol_2024_07_09_1140573_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",4.693800007138178,False,0.6771381009690638,7.573403313097471,[H]/C(Cl)=C(\[H])C([H])(NC([H])(SC([H])([H])[H])C([H])([H])[H])C([H])([H])OC([H])([H])[H],1.342099783715297
mol_2024_07_09_1121281_000,24,0.9166666666666666,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.239858629442473,True,0.6806142123825017,,[H]C([H])([H])[H].[H]OC1=NC(=O)C(c2n[nH]c(C([H])([H])[H])n2)=NC1([H])[H],
mol_2024_07_09_1136151_000,24,1.0,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.451860111812062,True,0.5371731610938657,,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H].[H]C1([H])C([H])([H])C1([H])[H],
mol_2024_07_09_1129523_000,24,0.875,exp_9,0,100,0.0,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0 and Mpro-x0107_0 , rate=0",5.203801150782153,False,0.6472063365551464,7.673022293198968,[H]C1=C([H])C([H])([H])N1OC([H])([H])C([H])([H])S(=O)(=O)N([H])C([H])([H])C([H])([H])[H],1.7764171132157782
