ligand_name,protein_name,computed_dG,error_message
Updated_Mpro_data_633,6YNQ_receptor_fixed,-6.253,
Updated_Mpro_data_486,6YNQ_receptor_fixed,-5.662,
Updated_Mpro_data_1792,6YNQ_receptor_fixed,-6.72,
Updated_Mpro_data_1365,6YNQ_receptor_fixed,-5.605,
Updated_Mpro_data_1749,6YNQ_receptor_fixed,-6.813,
Updated_Mpro_data_327,6YNQ_receptor_fixed,-6.083,
Updated_Mpro_data_1497,6YNQ_receptor_fixed,-6.398,
Updated_Mpro_data_2055,6YNQ_receptor_fixed,-6.458,
Updated_Mpro_data_1769,6YNQ_receptor_fixed,-6.56,
Updated_Mpro_data_37,6YNQ_receptor_fixed,-6.411,
Updated_Mpro_data_1824,6YNQ_receptor_fixed,-7.075,
Updated_Mpro_data_1272,6YNQ_receptor_fixed,-5.006,
Updated_Mpro_data_953,6YNQ_receptor_fixed,-5.406,
Updated_Mpro_data_295,6YNQ_receptor_fixed,-5.685,
Updated_Mpro_data_1522,6YNQ_receptor_fixed,-6.748,
Updated_Mpro_data_325,6YNQ_receptor_fixed,-6.075,
Updated_Mpro_data_2546,6YNQ_receptor_fixed,-5.603,
Updated_Mpro_data_1666,6YNQ_receptor_fixed,-6.388,
Updated_Mpro_data_70,6YNQ_receptor_fixed,-5.632,
Updated_Mpro_data_2615,6YNQ_receptor_fixed,-5.964,
Updated_Mpro_data_1281,6YNQ_receptor_fixed,-5.58,
Updated_Mpro_data_1728,6YNQ_receptor_fixed,-6.095,
Updated_Mpro_data_990,6YNQ_receptor_fixed,-5.313,
Updated_Mpro_data_1981,6YNQ_receptor_fixed,-5.919,
Updated_Mpro_data_2348,6YNQ_receptor_fixed,-6.027,
Updated_Mpro_data_102,6YNQ_receptor_fixed,-6.067,
Updated_Mpro_data_593,6YNQ_receptor_fixed,-4.517,
Updated_Mpro_data_1014,6YNQ_receptor_fixed,-5.774,
Updated_Mpro_data_1199,6YNQ_receptor_fixed,-6.464,
Updated_Mpro_data_2603,6YNQ_receptor_fixed,-6.085,
Updated_Mpro_data_1637,6YNQ_receptor_fixed,-5.62,
Updated_Mpro_data_870,6YNQ_receptor_fixed,-6.14,
Updated_Mpro_data_2437,6YNQ_receptor_fixed,-6.515,
Updated_Mpro_data_1417,6YNQ_receptor_fixed,-5.5,
Updated_Mpro_data_349,6YNQ_receptor_fixed,-6.595,
Updated_Mpro_data_1273,6YNQ_receptor_fixed,-5.101,
Updated_Mpro_data_2099,6YNQ_receptor_fixed,-5.584,
Updated_Mpro_data_601,6YNQ_receptor_fixed,-5.718,
Updated_Mpro_data_19,6YNQ_receptor_fixed,-5.043,
Updated_Mpro_data_647,6YNQ_receptor_fixed,-5.978,
Updated_Mpro_data_278,6YNQ_receptor_fixed,-5.278,
Updated_Mpro_data_2506,6YNQ_receptor_fixed,-5.644,
Updated_Mpro_data_1779,6YNQ_receptor_fixed,-6.147,
Updated_Mpro_data_1815,6YNQ_receptor_fixed,-5.357,
Updated_Mpro_data_1446,6YNQ_receptor_fixed,-5.539,
Updated_Mpro_data_1435,6YNQ_receptor_fixed,-6.823,
Updated_Mpro_data_2478,6YNQ_receptor_fixed,-6.849,
Updated_Mpro_data_979,6YNQ_receptor_fixed,-6.22,
Updated_Mpro_data_889,6YNQ_receptor_fixed,-5.45,
Updated_Mpro_data_2346,6YNQ_receptor_fixed,-5.475,
Updated_Mpro_data_1967,6YNQ_receptor_fixed,-4.871,
Updated_Mpro_data_789,6YNQ_receptor_fixed,-5.802,
Updated_Mpro_data_2735,6YNQ_receptor_fixed,-6.398,
Updated_Mpro_data_1464,6YNQ_receptor_fixed,-5.821,
Updated_Mpro_data_2297,6YNQ_receptor_fixed,-5.441,
Updated_Mpro_data_1310,6YNQ_receptor_fixed,-5.227,
Updated_Mpro_data_1378,6YNQ_receptor_fixed,-5.36,
Updated_Mpro_data_2483,6YNQ_receptor_fixed,-7.061,
Updated_Mpro_data_1470,6YNQ_receptor_fixed,-6.753,
Updated_Mpro_data_2189,6YNQ_receptor_fixed,-6.734,
Updated_Mpro_data_1689,6YNQ_receptor_fixed,-5.922,
Updated_Mpro_data_637,6YNQ_receptor_fixed,-5.865,
Updated_Mpro_data_2459,6YNQ_receptor_fixed,-6.267,
Updated_Mpro_data_1429,6YNQ_receptor_fixed,-5.651,
Updated_Mpro_data_2186,6YNQ_receptor_fixed,-5.763,
Updated_Mpro_data_1484,6YNQ_receptor_fixed,-6.366,
Updated_Mpro_data_678,6YNQ_receptor_fixed,-7.317,
Updated_Mpro_data_2469,6YNQ_receptor_fixed,-6.065,
Updated_Mpro_data_1694,6YNQ_receptor_fixed,-6.327,
Updated_Mpro_data_707,6YNQ_receptor_fixed,-6.327,
Updated_Mpro_data_1872,6YNQ_receptor_fixed,-5.684,
Updated_Mpro_data_1955,6YNQ_receptor_fixed,-6.895,
Updated_Mpro_data_2575,6YNQ_receptor_fixed,-5.564,
Updated_Mpro_data_1237,6YNQ_receptor_fixed,-5.11,
Updated_Mpro_data_132,6YNQ_receptor_fixed,-6.061,
Updated_Mpro_data_1964,6YNQ_receptor_fixed,-5.967,
Updated_Mpro_data_450,6YNQ_receptor_fixed,-5.009,
Updated_Mpro_data_1221,6YNQ_receptor_fixed,-5.379,
Updated_Mpro_data_1325,6YNQ_receptor_fixed,-5.446,
Updated_Mpro_data_1234,6YNQ_receptor_fixed,-4.619,
Updated_Mpro_data_2311,6YNQ_receptor_fixed,-5.591,
Updated_Mpro_data_2426,6YNQ_receptor_fixed,-6.261,
Updated_Mpro_data_1516,6YNQ_receptor_fixed,-6.594,
Updated_Mpro_data_1220,6YNQ_receptor_fixed,-5.552,
Updated_Mpro_data_1986,6YNQ_receptor_fixed,-6.181,
Updated_Mpro_data_1825,6YNQ_receptor_fixed,-5.635,
Updated_Mpro_data_1890,6YNQ_receptor_fixed,-4.992,
Updated_Mpro_data_2409,6YNQ_receptor_fixed,-6.143,
Updated_Mpro_data_219,6YNQ_receptor_fixed,-6.053,
Updated_Mpro_data_615,6YNQ_receptor_fixed,-5.99,
Updated_Mpro_data_332,6YNQ_receptor_fixed,-5.25,
Updated_Mpro_data_1212,6YNQ_receptor_fixed,-4.764,
Updated_Mpro_data_2300,6YNQ_receptor_fixed,-5.668,
Updated_Mpro_data_763,6YNQ_receptor_fixed,-6.849,
Updated_Mpro_data_517,6YNQ_receptor_fixed,-6.025,
Updated_Mpro_data_34,6YNQ_receptor_fixed,-6.298,
Updated_Mpro_data_122,6YNQ_receptor_fixed,-5.133,
Updated_Mpro_data_1717,6YNQ_receptor_fixed,-6.373,
Updated_Mpro_data_1570,6YNQ_receptor_fixed,-4.85,
Updated_Mpro_data_109,6YNQ_receptor_fixed,-5.948,
Updated_Mpro_data_897,6YNQ_receptor_fixed,-5.436,
Updated_Mpro_data_2471,6YNQ_receptor_fixed,-6.989,
Updated_Mpro_data_2442,6YNQ_receptor_fixed,-5.61,
Updated_Mpro_data_2142,6YNQ_receptor_fixed,-6.276,
Updated_Mpro_data_867,6YNQ_receptor_fixed,-6.382,
Updated_Mpro_data_81,6YNQ_receptor_fixed,-5.883,
Updated_Mpro_data_2410,6YNQ_receptor_fixed,-5.529,
Updated_Mpro_data_1249,6YNQ_receptor_fixed,-6.109,
Updated_Mpro_data_1254,6YNQ_receptor_fixed,-6.757,
Updated_Mpro_data_238,6YNQ_receptor_fixed,-6.29,
Updated_Mpro_data_1510,6YNQ_receptor_fixed,-6.13,
Updated_Mpro_data_2553,6YNQ_receptor_fixed,-5.346,
Updated_Mpro_data_270,6YNQ_receptor_fixed,-6.022,
Updated_Mpro_data_2086,6YNQ_receptor_fixed,-5.895,
Updated_Mpro_data_591,6YNQ_receptor_fixed,-6.435,
Updated_Mpro_data_525,6YNQ_receptor_fixed,-6.063,
Updated_Mpro_data_343,6YNQ_receptor_fixed,-6.59,
Updated_Mpro_data_2494,6YNQ_receptor_fixed,-3.819,
Updated_Mpro_data_1244,6YNQ_receptor_fixed,-5.812,
Updated_Mpro_data_768,6YNQ_receptor_fixed,-6.027,
Updated_Mpro_data_1963,6YNQ_receptor_fixed,-6.752,
Updated_Mpro_data_1095,6YNQ_receptor_fixed,-6.168,
Updated_Mpro_data_1493,6YNQ_receptor_fixed,-5.923,
Updated_Mpro_data_2009,6YNQ_receptor_fixed,-6.68,
Updated_Mpro_data_186,6YNQ_receptor_fixed,-5.338,
Updated_Mpro_data_1405,6YNQ_receptor_fixed,-5.872,
Updated_Mpro_data_1952,6YNQ_receptor_fixed,-7.239,
Updated_Mpro_data_584,6YNQ_receptor_fixed,-6.139,
Updated_Mpro_data_1988,6YNQ_receptor_fixed,-6.812,
Updated_Mpro_data_416,6YNQ_receptor_fixed,-4.764,
Updated_Mpro_data_18,6YNQ_receptor_fixed,-5.343,
Updated_Mpro_data_1505,6YNQ_receptor_fixed,-6.011,
Updated_Mpro_data_957,6YNQ_receptor_fixed,-4.77,
Updated_Mpro_data_445,6YNQ_receptor_fixed,-4.883,
Updated_Mpro_data_696,6YNQ_receptor_fixed,-6.581,
Updated_Mpro_data_2258,6YNQ_receptor_fixed,-5.884,
Updated_Mpro_data_2040,6YNQ_receptor_fixed,-6.76,
Updated_Mpro_data_1767,6YNQ_receptor_fixed,-6.276,
Updated_Mpro_data_1979,6YNQ_receptor_fixed,-5.567,
Updated_Mpro_data_2150,6YNQ_receptor_fixed,-5.891,
Updated_Mpro_data_1651,6YNQ_receptor_fixed,-5.443,
Updated_Mpro_data_1898,6YNQ_receptor_fixed,-4.818,
Updated_Mpro_data_1003,6YNQ_receptor_fixed,-6.191,
Updated_Mpro_data_2610,6YNQ_receptor_fixed,-5.501,
Updated_Mpro_data_1864,6YNQ_receptor_fixed,-5.253,
Updated_Mpro_data_1631,6YNQ_receptor_fixed,-6.015,
Updated_Mpro_data_1039,6YNQ_receptor_fixed,-6.049,
Updated_Mpro_data_742,6YNQ_receptor_fixed,-6.325,
Updated_Mpro_data_1918,6YNQ_receptor_fixed,-6.974,
Updated_Mpro_data_2063,6YNQ_receptor_fixed,-6.634,
Updated_Mpro_data_2180,6YNQ_receptor_fixed,-6.396,
Updated_Mpro_data_734,6YNQ_receptor_fixed,-7.216,
Updated_Mpro_data_1599,6YNQ_receptor_fixed,-6.948,
Updated_Mpro_data_1313,6YNQ_receptor_fixed,-5.778,
Updated_Mpro_data_78,6YNQ_receptor_fixed,-5.063,
Updated_Mpro_data_168,6YNQ_receptor_fixed,-4.822,
Updated_Mpro_data_2182,6YNQ_receptor_fixed,-6.338,
Updated_Mpro_data_911,6YNQ_receptor_fixed,-5.419,
Updated_Mpro_data_987,6YNQ_receptor_fixed,-4.799,
Updated_Mpro_data_1785,6YNQ_receptor_fixed,-6.507,
Updated_Mpro_data_1718,6YNQ_receptor_fixed,-6.254,
Updated_Mpro_data_300,6YNQ_receptor_fixed,-6.854,
Updated_Mpro_data_1057,6YNQ_receptor_fixed,-5.179,
Updated_Mpro_data_2453,6YNQ_receptor_fixed,-5.947,
Updated_Mpro_data_1193,6YNQ_receptor_fixed,-4.921,
Updated_Mpro_data_2495,6YNQ_receptor_fixed,-3.827,
Updated_Mpro_data_269,6YNQ_receptor_fixed,-6.099,
Updated_Mpro_data_1861,6YNQ_receptor_fixed,-5.808,
Updated_Mpro_data_2406,6YNQ_receptor_fixed,-3.838,
Updated_Mpro_data_1916,6YNQ_receptor_fixed,-5.883,
Updated_Mpro_data_221,6YNQ_receptor_fixed,-5.524,
Updated_Mpro_data_1563,6YNQ_receptor_fixed,-4.691,
Updated_Mpro_data_790,6YNQ_receptor_fixed,-6.159,
Updated_Mpro_data_376,6YNQ_receptor_fixed,-4.643,
Updated_Mpro_data_2057,6YNQ_receptor_fixed,-6.929,
Updated_Mpro_data_674,6YNQ_receptor_fixed,-6.753,
Updated_Mpro_data_631,6YNQ_receptor_fixed,-6.352,
Updated_Mpro_data_2368,6YNQ_receptor_fixed,-6.042,
Updated_Mpro_data_2659,6YNQ_receptor_fixed,-5.951,
Updated_Mpro_data_1896,6YNQ_receptor_fixed,-5.708,
Updated_Mpro_data_1672,6YNQ_receptor_fixed,-6.497,
Updated_Mpro_data_1065,6YNQ_receptor_fixed,-6.119,
Updated_Mpro_data_1601,6YNQ_receptor_fixed,-7.312,
Updated_Mpro_data_500,6YNQ_receptor_fixed,-5.154,
Updated_Mpro_data_198,6YNQ_receptor_fixed,-5.22,
Updated_Mpro_data_403,6YNQ_receptor_fixed,-5.611,
Updated_Mpro_data_187,6YNQ_receptor_fixed,-5.286,
Updated_Mpro_data_1657,6YNQ_receptor_fixed,-6.461,
Updated_Mpro_data_1602,6YNQ_receptor_fixed,-5.466,
Updated_Mpro_data_865,6YNQ_receptor_fixed,-6.404,
Updated_Mpro_data_545,6YNQ_receptor_fixed,-5.217,
Updated_Mpro_data_2510,6YNQ_receptor_fixed,-5.126,
Updated_Mpro_data_2676,6YNQ_receptor_fixed,-6.089,
Updated_Mpro_data_1334,6YNQ_receptor_fixed,-5.008,
Updated_Mpro_data_82,6YNQ_receptor_fixed,-6.13,
Updated_Mpro_data_2560,6YNQ_receptor_fixed,-5.396,
Updated_Mpro_data_1925,6YNQ_receptor_fixed,-5.484,
Updated_Mpro_data_2638,6YNQ_receptor_fixed,-5.26,
Updated_Mpro_data_2732,6YNQ_receptor_fixed,-6.366,
Updated_Mpro_data_1504,6YNQ_receptor_fixed,-6.365,
Updated_Mpro_data_636,6YNQ_receptor_fixed,-5.588,
Updated_Mpro_data_336,6YNQ_receptor_fixed,-6.177,
Updated_Mpro_data_1013,6YNQ_receptor_fixed,-5.032,
Updated_Mpro_data_592,6YNQ_receptor_fixed,-6.761,
Updated_Mpro_data_1701,6YNQ_receptor_fixed,-5.785,
Updated_Mpro_data_277,6YNQ_receptor_fixed,-5.318,
Updated_Mpro_data_2248,6YNQ_receptor_fixed,-6.115,
Updated_Mpro_data_1369,6YNQ_receptor_fixed,-5.96,
Updated_Mpro_data_323,6YNQ_receptor_fixed,-6.307,
Updated_Mpro_data_2050,6YNQ_receptor_fixed,-6.706,
Updated_Mpro_data_1812,6YNQ_receptor_fixed,-5.966,
Updated_Mpro_data_39,6YNQ_receptor_fixed,-5.766,
Updated_Mpro_data_341,6YNQ_receptor_fixed,-6.204,
Updated_Mpro_data_1153,6YNQ_receptor_fixed,-5.881,
Updated_Mpro_data_413,6YNQ_receptor_fixed,-5.067,
Updated_Mpro_data_2692,6YNQ_receptor_fixed,-5.703,
Updated_Mpro_data_670,6YNQ_receptor_fixed,-6.616,
Updated_Mpro_data_306,6YNQ_receptor_fixed,-6.518,
Updated_Mpro_data_2159,6YNQ_receptor_fixed,-6.204,
Updated_Mpro_data_2440,6YNQ_receptor_fixed,-5.589,
Updated_Mpro_data_2115,6YNQ_receptor_fixed,-6.268,
Updated_Mpro_data_447,6YNQ_receptor_fixed,-6.017,
Updated_Mpro_data_2568,6YNQ_receptor_fixed,-5.41,
Updated_Mpro_data_504,6YNQ_receptor_fixed,-5.384,
Updated_Mpro_data_1140,6YNQ_receptor_fixed,-5.864,
Updated_Mpro_data_1108,6YNQ_receptor_fixed,-6.695,
Updated_Mpro_data_2657,6YNQ_receptor_fixed,-6.281,
Updated_Mpro_data_1411,6YNQ_receptor_fixed,-5.08,
Updated_Mpro_data_264,6YNQ_receptor_fixed,-5.304,
Updated_Mpro_data_1344,6YNQ_receptor_fixed,-5.235,
Updated_Mpro_data_916,6YNQ_receptor_fixed,-5.929,
Updated_Mpro_data_2624,6YNQ_receptor_fixed,-6.17,
Updated_Mpro_data_2402,6YNQ_receptor_fixed,-7.017,
Updated_Mpro_data_603,6YNQ_receptor_fixed,-6.391,
Updated_Mpro_data_665,6YNQ_receptor_fixed,-6.08,
Updated_Mpro_data_1683,6YNQ_receptor_fixed,-5.556,
Updated_Mpro_data_690,6YNQ_receptor_fixed,-6.557,
Updated_Mpro_data_1448,6YNQ_receptor_fixed,-5.352,
Updated_Mpro_data_1502,6YNQ_receptor_fixed,-6.23,
Updated_Mpro_data_1408,6YNQ_receptor_fixed,-5.585,
Updated_Mpro_data_2686,6YNQ_receptor_fixed,-6.159,
Updated_Mpro_data_1437,6YNQ_receptor_fixed,-6.535,
Updated_Mpro_data_1114,6YNQ_receptor_fixed,-5.075,
Updated_Mpro_data_1143,6YNQ_receptor_fixed,-5.978,
Updated_Mpro_data_800,6YNQ_receptor_fixed,-6.045,
Updated_Mpro_data_559,6YNQ_receptor_fixed,-6.114,
Updated_Mpro_data_892,6YNQ_receptor_fixed,-5.503,
Updated_Mpro_data_1001,6YNQ_receptor_fixed,-5.33,
Updated_Mpro_data_1434,6YNQ_receptor_fixed,-5.596,
Updated_Mpro_data_1748,6YNQ_receptor_fixed,-6.014,
Updated_Mpro_data_431,6YNQ_receptor_fixed,-5.167,
Updated_Mpro_data_1669,6YNQ_receptor_fixed,-6.232,
Updated_Mpro_data_2489,6YNQ_receptor_fixed,-6.416,
Updated_Mpro_data_2084,6YNQ_receptor_fixed,-5.76,
Updated_Mpro_data_553,6YNQ_receptor_fixed,-6.042,
Updated_Mpro_data_958,6YNQ_receptor_fixed,-5.149,
Updated_Mpro_data_1231,6YNQ_receptor_fixed,-5.203,
Updated_Mpro_data_2068,6YNQ_receptor_fixed,-6.264,
Updated_Mpro_data_777,6YNQ_receptor_fixed,-5.562,
Updated_Mpro_data_2572,6YNQ_receptor_fixed,-4.242,
Updated_Mpro_data_1704,6YNQ_receptor_fixed,-6.853,
Updated_Mpro_data_1211,6YNQ_receptor_fixed,-5.843,
Updated_Mpro_data_1096,6YNQ_receptor_fixed,-5.848,
Updated_Mpro_data_738,6YNQ_receptor_fixed,-6.136,
Updated_Mpro_data_2251,6YNQ_receptor_fixed,-5.434,
Updated_Mpro_data_1159,6YNQ_receptor_fixed,-6.546,
Updated_Mpro_data_845,6YNQ_receptor_fixed,-5.919,
Updated_Mpro_data_2065,6YNQ_receptor_fixed,-6.698,
Updated_Mpro_data_1580,6YNQ_receptor_fixed,-5.198,
Updated_Mpro_data_1042,6YNQ_receptor_fixed,-5.253,
Updated_Mpro_data_574,6YNQ_receptor_fixed,-6.048,
Updated_Mpro_data_1040,6YNQ_receptor_fixed,-5.824,
Updated_Mpro_data_1410,6YNQ_receptor_fixed,-5.239,
Updated_Mpro_data_2265,6YNQ_receptor_fixed,-5.998,
Updated_Mpro_data_2354,6YNQ_receptor_fixed,-6.607,
Updated_Mpro_data_2269,6YNQ_receptor_fixed,-5.583,
Updated_Mpro_data_1267,6YNQ_receptor_fixed,-5.883,
Updated_Mpro_data_1515,6YNQ_receptor_fixed,-6.707,
Updated_Mpro_data_2703,6YNQ_receptor_fixed,-5.665,
Updated_Mpro_data_1731,6YNQ_receptor_fixed,-5.597,
Updated_Mpro_data_117,6YNQ_receptor_fixed,-6.146,
Updated_Mpro_data_2566,6YNQ_receptor_fixed,-6.329,
Updated_Mpro_data_659,6YNQ_receptor_fixed,-6.812,
Updated_Mpro_data_2060,6YNQ_receptor_fixed,-7.024,
Updated_Mpro_data_108,6YNQ_receptor_fixed,-6.278,
Updated_Mpro_data_1798,6YNQ_receptor_fixed,-6.64,
Updated_Mpro_data_65,6YNQ_receptor_fixed,-6.962,
Updated_Mpro_data_316,6YNQ_receptor_fixed,-6.266,
Updated_Mpro_data_285,6YNQ_receptor_fixed,-6.722,
Updated_Mpro_data_2653,6YNQ_receptor_fixed,-6.492,
Updated_Mpro_data_1444,6YNQ_receptor_fixed,-5.627,
Updated_Mpro_data_1584,6YNQ_receptor_fixed,-5.266,
Updated_Mpro_data_2164,6YNQ_receptor_fixed,-4.85,
Updated_Mpro_data_2224,6YNQ_receptor_fixed,-5.654,
Updated_Mpro_data_258,6YNQ_receptor_fixed,-6.663,
Updated_Mpro_data_489,6YNQ_receptor_fixed,-5.894,
Updated_Mpro_data_1085,6YNQ_receptor_fixed,-6.152,
Updated_Mpro_data_292,6YNQ_receptor_fixed,-5.637,
Updated_Mpro_data_1175,6YNQ_receptor_fixed,-7.269,
Updated_Mpro_data_204,6YNQ_receptor_fixed,-8.117,
Updated_Mpro_data_473,6YNQ_receptor_fixed,-6.06,
Updated_Mpro_data_1349,6YNQ_receptor_fixed,-4.486,
Updated_Mpro_data_1638,6YNQ_receptor_fixed,-5.976,
Updated_Mpro_data_2119,6YNQ_receptor_fixed,-5.839,
Updated_Mpro_data_1654,6YNQ_receptor_fixed,-5.492,
Updated_Mpro_data_1562,6YNQ_receptor_fixed,-5.739,
Updated_Mpro_data_1358,6YNQ_receptor_fixed,-6.233,
Updated_Mpro_data_804,6YNQ_receptor_fixed,-5.482,
Updated_Mpro_data_2197,6YNQ_receptor_fixed,-5.405,
Updated_Mpro_data_1079,6YNQ_receptor_fixed,-6.12,
