,ligand_name,protein_name,computed_dG,error_message
0,Updated_Mpro_data_0.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_0.pdb -o Updated_Mpro_data_0.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1016.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1016.pdb -o Updated_Mpro_data_1016.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1017.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1017.pdb -o Updated_Mpro_data_1017.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1018.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1018.pdb -o Updated_Mpro_data_1018.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1019.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1019.pdb -o Updated_Mpro_data_1019.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_102.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_102.pdb -o Updated_Mpro_data_102.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1020.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1020.pdb -o Updated_Mpro_data_1020.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1021.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1021.pdb -o Updated_Mpro_data_1021.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1022.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1022.pdb -o Updated_Mpro_data_1022.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1023.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1023.pdb -o Updated_Mpro_data_1023.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1024.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1024.pdb -o Updated_Mpro_data_1024.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1025.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1025.pdb -o Updated_Mpro_data_1025.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1026.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1026.pdb -o Updated_Mpro_data_1026.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1027.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1027.pdb -o Updated_Mpro_data_1027.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1028.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1028.pdb -o Updated_Mpro_data_1028.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1029.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1029.pdb -o Updated_Mpro_data_1029.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_103.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_103.pdb -o Updated_Mpro_data_103.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1030.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1030.pdb -o Updated_Mpro_data_1030.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1031.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1031.pdb -o Updated_Mpro_data_1031.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1032.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1032.pdb -o Updated_Mpro_data_1032.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1033.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1033.pdb -o Updated_Mpro_data_1033.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1034.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1034.pdb -o Updated_Mpro_data_1034.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1035.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1035.pdb -o Updated_Mpro_data_1035.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1036.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1036.pdb -o Updated_Mpro_data_1036.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1037.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1037.pdb -o Updated_Mpro_data_1037.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1038.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1038.pdb -o Updated_Mpro_data_1038.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1039.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1039.pdb -o Updated_Mpro_data_1039.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_104.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_104.pdb -o Updated_Mpro_data_104.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1040.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1040.pdb -o Updated_Mpro_data_1040.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1041.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1041.pdb -o Updated_Mpro_data_1041.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1042.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1042.pdb -o Updated_Mpro_data_1042.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1043.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1043.pdb -o Updated_Mpro_data_1043.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1044.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1044.pdb -o Updated_Mpro_data_1044.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1045.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1045.pdb -o Updated_Mpro_data_1045.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1046.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1046.pdb -o Updated_Mpro_data_1046.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1047.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1047.pdb -o Updated_Mpro_data_1047.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1048.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1048.pdb -o Updated_Mpro_data_1048.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1049.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1049.pdb -o Updated_Mpro_data_1049.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_105.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_105.pdb -o Updated_Mpro_data_105.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1050.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1050.pdb -o Updated_Mpro_data_1050.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1051.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1051.pdb -o Updated_Mpro_data_1051.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1052.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1052.pdb -o Updated_Mpro_data_1052.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1053.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1053.pdb -o Updated_Mpro_data_1053.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1054.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1054.pdb -o Updated_Mpro_data_1054.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1055.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1055.pdb -o Updated_Mpro_data_1055.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1056.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1056.pdb -o Updated_Mpro_data_1056.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1057.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1057.pdb -o Updated_Mpro_data_1057.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1058.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1058.pdb -o Updated_Mpro_data_1058.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1059.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1059.pdb -o Updated_Mpro_data_1059.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_106.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_106.pdb -o Updated_Mpro_data_106.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1060.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1060.pdb -o Updated_Mpro_data_1060.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1061.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1061.pdb -o Updated_Mpro_data_1061.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1062.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1062.pdb -o Updated_Mpro_data_1062.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1063.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1063.pdb -o Updated_Mpro_data_1063.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1064.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1064.pdb -o Updated_Mpro_data_1064.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1065.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1065.pdb -o Updated_Mpro_data_1065.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1066.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1066.pdb -o Updated_Mpro_data_1066.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1067.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1067.pdb -o Updated_Mpro_data_1067.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1068.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1068.pdb -o Updated_Mpro_data_1068.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1069.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1069.pdb -o Updated_Mpro_data_1069.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_107.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_107.pdb -o Updated_Mpro_data_107.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1070.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1070.pdb -o Updated_Mpro_data_1070.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1071.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1071.pdb -o Updated_Mpro_data_1071.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1072.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1072.pdb -o Updated_Mpro_data_1072.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1073.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1073.pdb -o Updated_Mpro_data_1073.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1074.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1074.pdb -o Updated_Mpro_data_1074.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1075.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1075.pdb -o Updated_Mpro_data_1075.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1076.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1076.pdb -o Updated_Mpro_data_1076.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1077.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1077.pdb -o Updated_Mpro_data_1077.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1078.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1078.pdb -o Updated_Mpro_data_1078.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1079.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1079.pdb -o Updated_Mpro_data_1079.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_108.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_108.pdb -o Updated_Mpro_data_108.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1080.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1080.pdb -o Updated_Mpro_data_1080.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1081.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1081.pdb -o Updated_Mpro_data_1081.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1082.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1082.pdb -o Updated_Mpro_data_1082.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1083.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1083.pdb -o Updated_Mpro_data_1083.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1084.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1084.pdb -o Updated_Mpro_data_1084.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1085.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1085.pdb -o Updated_Mpro_data_1085.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1086.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1086.pdb -o Updated_Mpro_data_1086.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1087.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1087.pdb -o Updated_Mpro_data_1087.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1088.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1088.pdb -o Updated_Mpro_data_1088.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1089.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1089.pdb -o Updated_Mpro_data_1089.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_109.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_109.pdb -o Updated_Mpro_data_109.pdbqt -A hydrogens' returned non-zero exit status 2.
Updated_Mpro_data_1090.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l Updated_Mpro_data_1090.pdb -o Updated_Mpro_data_1090.pdbqt -A hydrogens' returned non-zero exit status 2.
