ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1440410_000,Mpro-protein,-17.48,,exp_27
mol_2024_07_10_1406270_000,Mpro-protein,-17.95,,exp_27
mol_2024_07_10_1436351_000,Mpro-protein,-16.56,,exp_27
mol_2024_07_10_1441320_000,Mpro-protein,-15.7,,exp_27
mol_2024_07_10_1430181_000,Mpro-protein,-16.14,,exp_27
mol_2024_07_10_1400401_000,Mpro-protein,-15.28,,exp_27
mol_2024_07_10_1450573_000,Mpro-protein,-17.35,,exp_27
mol_2024_07_10_1428291_000,Mpro-protein,-15.04,,exp_27
mol_2024_07_10_1445291_000,Mpro-protein,-16.34,,exp_27
mol_2024_07_10_1458362_000,Mpro-protein,-18.89,,exp_27
mol_2024_07_10_1434402_000,Mpro-protein,-18.12,,exp_27
mol_2024_07_10_1404450_000,Mpro-protein,-16.1,,exp_27
mol_2024_07_10_1430573_000,Mpro-protein,-15.79,,exp_27
mol_2024_07_10_1401280_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1401280_000.pdb -o mol_2024_07_10_1401280_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1436403_000,Mpro-protein,-16.94,,exp_27
mol_2024_07_10_1423061_000,Mpro-protein,-16.74,,exp_27
mol_2024_07_10_1446221_000,Mpro-protein,-16.21,,exp_27
mol_2024_07_10_1457061_000,Mpro-protein,-15.97,,exp_27
mol_2024_07_10_1447161_000,Mpro-protein,-17.4,,exp_27
mol_2024_07_10_1420231_000,Mpro-protein,-17.8,,exp_27
mol_2024_07_10_1451240_000,Mpro-protein,-17.18,,exp_27
mol_2024_07_10_1408193_000,Mpro-protein,-15.92,,exp_27
mol_2024_07_10_1427160_000,Mpro-protein,-17.44,,exp_27
mol_2024_07_10_1437353_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1437353_000.pdb -o mol_2024_07_10_1437353_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1458531_000,Mpro-protein,-15.72,,exp_27
mol_2024_07_10_1433541_000,Mpro-protein,-16.01,,exp_27
mol_2024_07_10_1427351_000,Mpro-protein,-14.86,,exp_27
mol_2024_07_10_1505051_000,Mpro-protein,-14.51,,exp_27
mol_2024_07_10_1400433_000,Mpro-protein,-16.43,,exp_27
mol_2024_07_10_1445133_000,Mpro-protein,-16.12,,exp_27
mol_2024_07_10_1404512_000,Mpro-protein,-17.23,,exp_27
mol_2024_07_10_1452523_000,Mpro-protein,-16.9,,exp_27
mol_2024_07_10_1438120_000,Mpro-protein,-18.36,,exp_27
mol_2024_07_10_1431260_000,Mpro-protein,-16.94,,exp_27
mol_2024_07_10_1419460_000,Mpro-protein,-18.13,,exp_27
mol_2024_07_10_1456270_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1456270_000.pdb -o mol_2024_07_10_1456270_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1451543_000,Mpro-protein,-15.11,,exp_27
mol_2024_07_10_1457591_000,Mpro-protein,-16.31,,exp_27
mol_2024_07_10_1414571_000,Mpro-protein,-16.09,,exp_27
mol_2024_07_10_1401311_000,Mpro-protein,-19.45,,exp_27
mol_2024_07_10_1414432_000,Mpro-protein,-17.43,,exp_27
mol_2024_07_10_1504283_000,Mpro-protein,-16.98,,exp_27
mol_2024_07_10_1452381_000,Mpro-protein,-16.52,,exp_27
mol_2024_07_10_1443590_000,Mpro-protein,-15.4,,exp_27
mol_2024_07_10_1453513_000,Mpro-protein,-16.61,,exp_27
mol_2024_07_10_1413580_000,Mpro-protein,-15.58,,exp_27
mol_2024_07_10_1401433_000,Mpro-protein,-20.89,,exp_27
mol_2024_07_10_1455453_000,Mpro-protein,-15.54,,exp_27
mol_2024_07_10_1411053_000,Mpro-protein,-18.98,,exp_27
mol_2024_07_10_1403383_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1403383_000.pdb -o mol_2024_07_10_1403383_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1504460_000,Mpro-protein,-20.59,,exp_27
mol_2024_07_10_1402231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1402231_000.pdb -o mol_2024_07_10_1402231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1503050_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1503050_000.pdb -o mol_2024_07_10_1503050_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1432180_000,Mpro-protein,-17.36,,exp_27
mol_2024_07_10_1418432_000,Mpro-protein,-16.94,,exp_27
mol_2024_07_10_1459471_000,Mpro-protein,-16.66,,exp_27
mol_2024_07_10_1408442_000,Mpro-protein,-15.73,,exp_27
mol_2024_07_10_1416461_000,Mpro-protein,-18.36,,exp_27
mol_2024_07_10_1426421_000,Mpro-protein,-15.56,,exp_27
mol_2024_07_10_1503191_000,Mpro-protein,-15.75,,exp_27
mol_2024_07_10_1408580_000,Mpro-protein,-15.87,,exp_27
mol_2024_07_10_1403540_000,Mpro-protein,-17.21,,exp_27
mol_2024_07_10_1409321_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1409321_000.pdb -o mol_2024_07_10_1409321_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1432533_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1432533_000.pdb -o mol_2024_07_10_1432533_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1459460_000,Mpro-protein,-16.85,,exp_27
mol_2024_07_10_1421313_000,Mpro-protein,-16.3,,exp_27
mol_2024_07_10_1445380_000,Mpro-protein,-18.93,,exp_27
mol_2024_07_10_1414031_000,Mpro-protein,-16.29,,exp_27
mol_2024_07_10_1433570_000,Mpro-protein,-15.36,,exp_27
mol_2024_07_10_1442173_000,Mpro-protein,-16.62,,exp_27
mol_2024_07_10_1500401_000,Mpro-protein,-16.17,,exp_27
mol_2024_07_10_1439243_000,Mpro-protein,-19.36,,exp_27
mol_2024_07_10_1406442_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1406442_000.pdb -o mol_2024_07_10_1406442_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1435390_000,Mpro-protein,-15.59,,exp_27
mol_2024_07_10_1419403_000,Mpro-protein,-19.93,,exp_27
mol_2024_07_10_1405350_000,Mpro-protein,-15.3,,exp_27
mol_2024_07_10_1410261_000,Mpro-protein,-15.93,,exp_27
mol_2024_07_10_1436290_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1436290_000.pdb -o mol_2024_07_10_1436290_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1449031_000,Mpro-protein,-16.74,,exp_27
mol_2024_07_10_1425390_000,Mpro-protein,-20.93,,exp_27
mol_2024_07_10_1501240_000,Mpro-protein,-19.31,,exp_27
mol_2024_07_10_1446372_000,Mpro-protein,-14.69,,exp_27
mol_2024_07_10_1407160_000,Mpro-protein,-18.62,,exp_27
mol_2024_07_10_1416493_000,Mpro-protein,-18.32,,exp_27
mol_2024_07_10_1452362_000,Mpro-protein,-15.7,,exp_27
mol_2024_07_10_1425173_000,Mpro-protein,-15.21,,exp_27
mol_2024_07_10_1414543_000,Mpro-protein,-19.43,,exp_27
mol_2024_07_10_1448070_000,Mpro-protein,-18.49,,exp_27
mol_2024_07_10_1453321_000,Mpro-protein,-19.26,,exp_27
mol_2024_07_10_1423590_000,Mpro-protein,-16.91,,exp_27
mol_2024_07_10_1502261_000,Mpro-protein,-16.05,,exp_27
mol_2024_07_10_1455191_000,Mpro-protein,-17.32,,exp_27
mol_2024_07_10_1424193_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1424193_000.pdb -o mol_2024_07_10_1424193_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1502352_000,Mpro-protein,-20.09,,exp_27
mol_2024_07_10_1413091_000,Mpro-protein,-16.5,,exp_27
mol_2024_07_10_1406511_000,Mpro-protein,-16.11,,exp_27
mol_2024_07_10_1423213_000,Mpro-protein,-18.2,,exp_27
mol_2024_07_10_1417411_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1417411_000.pdb -o mol_2024_07_10_1417411_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1446290_000,Mpro-protein,-16.58,,exp_27
mol_2024_07_10_1444490_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1444490_000.pdb -o mol_2024_07_10_1444490_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1500360_000,Mpro-protein,-17.46,,exp_27
mol_2024_07_10_1417463_000,Mpro-protein,-18.13,,exp_27
mol_2024_07_10_1440392_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1440392_000.pdb -o mol_2024_07_10_1440392_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1444382_000,Mpro-protein,-15.72,,exp_27
mol_2024_07_10_1411201_000,Mpro-protein,-16.01,,exp_27
mol_2024_07_10_1424531_000,Mpro-protein,-16.42,,exp_27
mol_2024_07_10_1504121_000,Mpro-protein,-16.6,,exp_27
mol_2024_07_10_1432412_000,Mpro-protein,-19.12,,exp_27
mol_2024_07_10_1447180_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1447180_000.pdb -o mol_2024_07_10_1447180_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1413003_000,Mpro-protein,-16.69,,exp_27
mol_2024_07_10_1450320_000,Mpro-protein,-15.05,,exp_27
mol_2024_07_10_1433513_000,Mpro-protein,-17.05,,exp_27
mol_2024_07_10_1409153_000,Mpro-protein,-18.63,,exp_27
mol_2024_07_10_1426422_000,Mpro-protein,-16.64,,exp_27
mol_2024_07_10_1416432_000,Mpro-protein,-17.74,,exp_27
mol_2024_07_10_1450501_000,Mpro-protein,-17.52,,exp_27
mol_2024_07_10_1413090_000,Mpro-protein,-18.04,,exp_27
mol_2024_07_10_1411280_000,Mpro-protein,-15.66,,exp_27
mol_2024_07_10_1506222_000,Mpro-protein,-17.13,,exp_27
mol_2024_07_10_1428583_000,Mpro-protein,-16.36,,exp_27
mol_2024_07_10_1403050_000,Mpro-protein,-20.47,,exp_27
mol_2024_07_10_1431553_000,Mpro-protein,-19.4,,exp_27
mol_2024_07_10_1440081_000,Mpro-protein,-16.04,,exp_27
mol_2024_07_10_1503560_000,Mpro-protein,-20.67,,exp_27
mol_2024_07_10_1454493_000,Mpro-protein,-16.19,,exp_27
mol_2024_07_10_1453040_000,Mpro-protein,-15.49,,exp_27
mol_2024_07_10_1409480_000,Mpro-protein,-17.26,,exp_27
mol_2024_07_10_1453560_000,Mpro-protein,-16.21,,exp_27
mol_2024_07_10_1415513_000,Mpro-protein,-15.97,,exp_27
mol_2024_07_10_1413583_000,Mpro-protein,-15.87,,exp_27
mol_2024_07_10_1418351_000,Mpro-protein,-17.86,,exp_27
mol_2024_07_10_1430402_000,Mpro-protein,-17.78,,exp_27
mol_2024_07_10_1500373_000,Mpro-protein,-17.96,,exp_27
mol_2024_07_10_1429241_000,Mpro-protein,-16.75,,exp_27
mol_2024_07_10_1405581_000,Mpro-protein,-17.17,,exp_27
mol_2024_07_10_1444351_000,Mpro-protein,-17.63,,exp_27
mol_2024_07_10_1443090_000,Mpro-protein,-20.34,,exp_27
mol_2024_07_10_1422160_000,Mpro-protein,-15.34,,exp_27
mol_2024_07_10_1457170_000,Mpro-protein,-15.05,,exp_27
mol_2024_07_10_1414480_000,Mpro-protein,-15.62,,exp_27
mol_2024_07_10_1412180_000,Mpro-protein,-16.73,,exp_27
mol_2024_07_10_1505273_000,Mpro-protein,-17.73,,exp_27
mol_2024_07_10_1439520_000,Mpro-protein,-20.02,,exp_27
mol_2024_07_10_1424500_000,Mpro-protein,-18.62,,exp_27
mol_2024_07_10_1439151_000,Mpro-protein,-15.69,,exp_27
mol_2024_07_10_1457413_000,Mpro-protein,-16.72,,exp_27
mol_2024_07_10_1406243_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1406243_000.pdb -o mol_2024_07_10_1406243_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1416270_000,Mpro-protein,-15.33,,exp_27
mol_2024_07_10_1429593_000,Mpro-protein,-17.16,,exp_27
mol_2024_07_10_1403161_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1403161_000.pdb -o mol_2024_07_10_1403161_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1441183_000,Mpro-protein,-16.08,,exp_27
mol_2024_07_10_1420353_000,Mpro-protein,-18.97,,exp_27
mol_2024_07_10_1458383_000,Mpro-protein,-17.93,,exp_27
mol_2024_07_10_1423080_000,Mpro-protein,-15.72,,exp_27
mol_2024_07_10_1421181_000,Mpro-protein,-15.47,,exp_27
mol_2024_07_10_1424001_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1424001_000.pdb -o mol_2024_07_10_1424001_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1421250_000,Mpro-protein,-18.36,,exp_27
mol_2024_07_10_1402522_000,Mpro-protein,-21.45,,exp_27
mol_2024_07_10_1412043_000,Mpro-protein,-15.86,,exp_27
mol_2024_07_10_1504352_000,Mpro-protein,-17.87,,exp_27
mol_2024_07_10_1437200_000,Mpro-protein,-17.02,,exp_27
mol_2024_07_10_1412432_000,Mpro-protein,-15.79,,exp_27
mol_2024_07_10_1455370_000,Mpro-protein,-16.96,,exp_27
mol_2024_07_10_1438211_000,Mpro-protein,-18.78,,exp_27
mol_2024_07_10_1448372_000,Mpro-protein,-16.83,,exp_27
mol_2024_07_10_1430340_000,Mpro-protein,-15.94,,exp_27
mol_2024_07_10_1422432_000,Mpro-protein,-18.12,,exp_27
mol_2024_07_10_1426113_000,Mpro-protein,-15.14,,exp_27
mol_2024_07_10_1442210_000,Mpro-protein,-17.82,,exp_27
mol_2024_07_10_1502150_000,Mpro-protein,-15.01,,exp_27
mol_2024_07_10_1458570_000,Mpro-protein,-15.86,,exp_27
mol_2024_07_10_1447063_000,Mpro-protein,-14.96,,exp_27
mol_2024_07_10_1412141_000,Mpro-protein,-17.05,,exp_27
mol_2024_07_10_1459403_000,Mpro-protein,-17.13,,exp_27
mol_2024_07_10_1454362_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1454362_000.pdb -o mol_2024_07_10_1454362_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1449420_000,Mpro-protein,-16.94,,exp_27
mol_2024_07_10_1443411_000,Mpro-protein,-15.99,,exp_27
mol_2024_07_10_1428070_000,Mpro-protein,-18.52,,exp_27
mol_2024_07_10_1456352_000,Mpro-protein,-15.24,,exp_27
mol_2024_07_10_1404101_000,Mpro-protein,-17.88,,exp_27
mol_2024_07_10_1433080_000,Mpro-protein,-17.58,,exp_27
mol_2024_07_10_1432061_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1432061_000.pdb -o mol_2024_07_10_1432061_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1500362_000,Mpro-protein,-16.5,,exp_27
mol_2024_07_10_1428003_000,Mpro-protein,-15.9,,exp_27
mol_2024_07_10_1410123_000,Mpro-protein,-16.72,,exp_27
mol_2024_07_10_1448013_000,Mpro-protein,-20.88,,exp_27
mol_2024_07_10_1410432_000,Mpro-protein,-16.97,,exp_27
mol_2024_07_10_1425471_000,Mpro-protein,-18.16,,exp_27
mol_2024_07_10_1456141_000,Mpro-protein,-17.92,,exp_27
mol_2024_07_10_1410370_000,Mpro-protein,-16.1,,exp_27
mol_2024_07_10_1424422_000,Mpro-protein,-15.32,,exp_27
mol_2024_07_10_1428560_000,Mpro-protein,-15.31,,exp_27
mol_2024_07_10_1441551_000,Mpro-protein,-16.46,,exp_27
mol_2024_07_10_1420350_000,Mpro-protein,-17.71,,exp_27
mol_2024_07_10_1442392_000.sdf,Mpro-protein.pdb,,"Command ./vina/vina_1.2.5_linux_x86_64 --config mol_2024_07_10_1442392_000_Mpro-protein_config.txt failed: 


PDBQT parsing error: Atom type B is not a valid AutoDock type (atom types are case-sensitive).
 > HETATM    8  B   UNL     1       8.436  -0.753  22.841  1.00  0.00     0.532 B 
",exp_27
mol_2024_07_10_1451451_000,Mpro-protein,-15.72,,exp_27
mol_2024_07_10_1420432_000,Mpro-protein,-15.56,,exp_27
mol_2024_07_10_1502313_000,Mpro-protein,-16.59,,exp_27
mol_2024_07_10_1448091_000,Mpro-protein,-15.9,,exp_27
mol_2024_07_10_1417170_000,Mpro-protein,-16.47,,exp_27
mol_2024_07_10_1454261_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1454261_000.pdb -o mol_2024_07_10_1454261_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1401122_000,Mpro-protein,-16.8,,exp_27
mol_2024_07_10_1433001_000,Mpro-protein,-17.93,,exp_27
mol_2024_07_10_1440203_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1440203_000.pdb -o mol_2024_07_10_1440203_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1449003_000,Mpro-protein,-16.52,,exp_27
mol_2024_07_10_1441021_000,Mpro-protein,-20.24,,exp_27
mol_2024_07_10_1501363_000,Mpro-protein,-17.62,,exp_27
mol_2024_07_10_1438283_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1438283_000.pdb -o mol_2024_07_10_1438283_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
mol_2024_07_10_1450362_000,Mpro-protein,-15.33,,exp_27
mol_2024_07_10_1456423_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1456423_000.pdb -o mol_2024_07_10_1456423_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_27
