ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1342072_000,Mpro-protein,-6.896,,exp_14
mol_2024_07_09_1357381_000,Mpro-protein,-8.059,,exp_14
mol_2024_07_09_1400520_000,Mpro-protein,-7.105,,exp_14
mol_2024_07_09_1343130_000,Mpro-protein,-7.624,,exp_14
mol_2024_07_09_1348303_000,Mpro-protein,-7.263,,exp_14
mol_2024_07_09_1356563_000,Mpro-protein,-7.194,,exp_14
mol_2024_07_09_1345261_000,Mpro-protein,-7.696,,exp_14
mol_2024_07_09_1346513_000,Mpro-protein,-7.188,,exp_14
mol_2024_07_09_1358401_000,Mpro-protein,-7.272,,exp_14
mol_2024_07_09_1403373_000,Mpro-protein,-7.373,,exp_14
mol_2024_07_09_1347261_000,Mpro-protein,-6.054,,exp_14
mol_2024_07_09_1344020_000,Mpro-protein,-7.91,,exp_14
mol_2024_07_09_1400012_000,Mpro-protein,-6.893,,exp_14
mol_2024_07_09_1357463_000,Mpro-protein,-7.668,,exp_14
mol_2024_07_09_1356430_000,Mpro-protein,-7.824,,exp_14
mol_2024_07_09_1353311_000,Mpro-protein,-7.354,,exp_14
mol_2024_07_09_1404263_000,Mpro-protein,-7.514,,exp_14
mol_2024_07_09_1358240_000,Mpro-protein,-7.869,,exp_14
mol_2024_07_09_1351063_000,Mpro-protein,-8.113,,exp_14
mol_2024_07_09_1348112_000,Mpro-protein,-6.412,,exp_14
mol_2024_07_09_1348261_000,Mpro-protein,-6.247,,exp_14
mol_2024_07_09_1342331_000,Mpro-protein,-7.188,,exp_14
mol_2024_07_09_1352250_000,Mpro-protein,-7.194,,exp_14
mol_2024_07_09_1351291_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1351291_000.pdb -o mol_2024_07_09_1351291_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_14
mol_2024_07_09_1353180_000,Mpro-protein,-6.725,,exp_14
mol_2024_07_09_1349203_000,Mpro-protein,-6.438,,exp_14
mol_2024_07_09_1343301_000,Mpro-protein,-7.924,,exp_14
mol_2024_07_09_1401063_000,Mpro-protein,-6.327,,exp_14
mol_2024_07_09_1346062_000,Mpro-protein,-7.646,,exp_14
mol_2024_07_09_1355000_000,Mpro-protein,-7.111,,exp_14
mol_2024_07_09_1346251_000,Mpro-protein,-6.356,,exp_14
mol_2024_07_09_1338163_000,Mpro-protein,-6.56,,exp_14
mol_2024_07_09_1355173_000,Mpro-protein,-6.068,,exp_14
mol_2024_07_09_1346023_000,Mpro-protein,-7.426,,exp_14
mol_2024_07_09_1359140_000.sdf,Mpro-protein.pdb,,local variable 'e' referenced before assignment,exp_14
mol_2024_07_09_1356063_000,Mpro-protein,-7.107,,exp_14
mol_2024_07_09_1355500_000,Mpro-protein,-7.564,,exp_14
mol_2024_07_09_1349050_000,Mpro-protein,-7.605,,exp_14
mol_2024_07_09_1358373_000,Mpro-protein,-6.641,,exp_14
mol_2024_07_09_1355182_000,Mpro-protein,-6.125,,exp_14
mol_2024_07_09_1402461_000,Mpro-protein,-6.424,,exp_14
mol_2024_07_09_1345450_000,Mpro-protein,-6.903,,exp_14
mol_2024_07_09_1401440_000,Mpro-protein,-6.22,,exp_14
mol_2024_07_09_1400163_000,Mpro-protein,-7.914,,exp_14
mol_2024_07_09_1344223_000,Mpro-protein,-8.129,,exp_14
mol_2024_07_09_1403481_000,Mpro-protein,-7.303,,exp_14
mol_2024_07_09_1345143_000,Mpro-protein,-6.264,,exp_14
mol_2024_07_09_1402463_000,Mpro-protein,-8.123,,exp_14
mol_2024_07_09_1402222_000,Mpro-protein,-8.021,,exp_14
mol_2024_07_09_1343323_000,Mpro-protein,-6.545,,exp_14
mol_2024_07_09_1341443_000,Mpro-protein,-6.667,,exp_14
mol_2024_07_09_1356361_000,Mpro-protein,-7.15,,exp_14
mol_2024_07_09_1359421_000,Mpro-protein,-6.691,,exp_14
mol_2024_07_09_1350430_000,Mpro-protein,-7.26,,exp_14
mol_2024_07_09_1344271_000,Mpro-protein,-6.687,,exp_14
mol_2024_07_09_1342383_000,Mpro-protein,-7.256,,exp_14
mol_2024_07_09_1350271_000,Mpro-protein,-6.724,,exp_14
mol_2024_07_09_1347260_000,Mpro-protein,-6.293,,exp_14
mol_2024_07_09_1400030_000,Mpro-protein,-7.543,,exp_14
mol_2024_07_09_1402330_000,Mpro-protein,-6.421,,exp_14
mol_2024_07_09_1347393_000,Mpro-protein,-6.558,,exp_14
mol_2024_07_09_1340461_000,Mpro-protein,-7.185,,exp_14
mol_2024_07_09_1401451_000,Mpro-protein,-7.68,,exp_14
mol_2024_07_09_1339561_000,Mpro-protein,-7.397,,exp_14
mol_2024_07_09_1339593_000,Mpro-protein,-7.55,,exp_14
mol_2024_07_09_1340202_000,Mpro-protein,-7.188,,exp_14
mol_2024_07_09_1339083_000,Mpro-protein,-6.842,,exp_14
mol_2024_07_09_1352562_000,Mpro-protein,-7.122,,exp_14
mol_2024_07_09_1350352_000,Mpro-protein,-7.987,,exp_14
mol_2024_07_09_1404432_000,Mpro-protein,-5.884,,exp_14
mol_2024_07_09_1338462_000,Mpro-protein,-7.902,,exp_14
mol_2024_07_09_1348150_000,Mpro-protein,-7.522,,exp_14
mol_2024_07_09_1354080_000,Mpro-protein,-7.41,,exp_14
