ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1123031_000,Mpro-protein,-4.426,,exp_9
mol_2024_07_09_1126343_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1126343_000.pdb -o mol_2024_07_09_1126343_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1134191_000,Mpro-protein,-5.203,,exp_9
mol_2024_07_09_1126251_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1126251_000.pdb -o mol_2024_07_09_1126251_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1136410_000,Mpro-protein,-4.697,,exp_9
mol_2024_07_09_1122130_000,Mpro-protein,-4.521,,exp_9
mol_2024_07_09_1123500_000,Mpro-protein,-4.275,,exp_9
mol_2024_07_09_1132273_000,Mpro-protein,-5.686,,exp_9
mol_2024_07_09_1127161_000,Mpro-protein,-5.007,,exp_9
mol_2024_07_09_1130402_000,Mpro-protein,-6.283,,exp_9
mol_2024_07_09_1121273_000,Mpro-protein,-5.697,,exp_9
mol_2024_07_09_1123000_000,Mpro-protein,-3.899,,exp_9
mol_2024_07_09_1121312_000,Mpro-protein,-4.459,,exp_9
mol_2024_07_09_1145101_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1145101_000.pdb -o mol_2024_07_09_1145101_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1127212_000,Mpro-protein,-5.282,,exp_9
mol_2024_07_09_1145123_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1145123_000.pdb -o mol_2024_07_09_1145123_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1131331_000,Mpro-protein,-4.233,,exp_9
mol_2024_07_09_1128581_000,Mpro-protein,-5.108,,exp_9
mol_2024_07_09_1124033_000,Mpro-protein,-4.708,,exp_9
mol_2024_07_09_1129220_000,Mpro-protein,-4.659,,exp_9
mol_2024_07_09_1126150_000,Mpro-protein,-5.195,,exp_9
mol_2024_07_09_1144040_000,Mpro-protein,-4.949,,exp_9
mol_2024_07_09_1139193_000,Mpro-protein,-5.363,,exp_9
mol_2024_07_09_1146101_000,Mpro-protein,-6.213,,exp_9
mol_2024_07_09_1132380_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1132380_000.pdb -o mol_2024_07_09_1132380_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1132292_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1132292_000.pdb -o mol_2024_07_09_1132292_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1125351_000,Mpro-protein,-6.242,,exp_9
mol_2024_07_09_1143062_000,Mpro-protein,-5.508,,exp_9
mol_2024_07_09_1133231_000,Mpro-protein,-6.567,,exp_9
mol_2024_07_09_1125270_000,Mpro-protein,-5.535,,exp_9
mol_2024_07_09_1139121_000,Mpro-protein,-4.778,,exp_9
mol_2024_07_09_1129481_000,Mpro-protein,-5.071,,exp_9
mol_2024_07_09_1130443_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1130443_000.pdb -o mol_2024_07_09_1130443_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1142240_000,Mpro-protein,-6.104,,exp_9
mol_2024_07_09_1128360_000,Mpro-protein,-6.001,,exp_9
mol_2024_07_09_1121281_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1121281_000.pdb -o mol_2024_07_09_1121281_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1124442_000,Mpro-protein,-5.553,,exp_9
mol_2024_07_09_1136463_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1136463_000.pdb -o mol_2024_07_09_1136463_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1139590_000,Mpro-protein,-4.933,,exp_9
mol_2024_07_09_1134150_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1134150_000.pdb -o mol_2024_07_09_1134150_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1143101_000,Mpro-protein,-6.79,,exp_9
mol_2024_07_09_1129523_000,Mpro-protein,-4.222,,exp_9
mol_2024_07_09_1138121_000,Mpro-protein,-4.261,,exp_9
mol_2024_07_09_1136151_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1136151_000.pdb -o mol_2024_07_09_1136151_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1126002_000,Mpro-protein,-4.743,,exp_9
mol_2024_07_09_1143130_000,Mpro-protein,-5.544,,exp_9
mol_2024_07_09_1138283_000,Mpro-protein,-6.396,,exp_9
mol_2024_07_09_1141350_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1141350_000.pdb -o mol_2024_07_09_1141350_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1135553_000,Mpro-protein,-5.269,,exp_9
mol_2024_07_09_1134103_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1134103_000.pdb -o mol_2024_07_09_1134103_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1124523_000,Mpro-protein,-5.586,,exp_9
mol_2024_07_09_1143273_000,Mpro-protein,-5.109,,exp_9
mol_2024_07_09_1131490_000,Mpro-protein,-4.631,,exp_9
mol_2024_07_09_1124461_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1124461_000.pdb -o mol_2024_07_09_1124461_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1122171_000,Mpro-protein,-6.703,,exp_9
mol_2024_07_09_1129033_000,Mpro-protein,-5.39,,exp_9
mol_2024_07_09_1137373_000,Mpro-protein,-5.304,,exp_9
mol_2024_07_09_1140573_000,Mpro-protein,-3.817,,exp_9
mol_2024_07_09_1138292_000,Mpro-protein,-5.177,,exp_9
mol_2024_07_09_1131363_000,Mpro-protein,-5.453,,exp_9
mol_2024_07_09_1134282_000,Mpro-protein,-5.919,,exp_9
mol_2024_07_09_1146023_000,Mpro-protein,-6.222,,exp_9
mol_2024_07_09_1144560_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1144560_000.pdb -o mol_2024_07_09_1144560_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1128512_000,Mpro-protein,-4.852,,exp_9
mol_2024_07_09_1123073_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1123073_000.pdb -o mol_2024_07_09_1123073_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1132271_000,Mpro-protein,-4.738,,exp_9
mol_2024_07_09_1121270_000,Mpro-protein,-5.638,,exp_9
mol_2024_07_09_1145430_000,Mpro-protein,-3.798,,exp_9
mol_2024_07_09_1142353_000,Mpro-protein,-4.65,,exp_9
mol_2024_07_09_1137131_000,Mpro-protein,-4.015,,exp_9
mol_2024_07_09_1123332_000,Mpro-protein,-6.306,,exp_9
mol_2024_07_09_1141473_000,Mpro-protein,-5.128,,exp_9
mol_2024_07_09_1128071_000,Mpro-protein,-6.241,,exp_9
mol_2024_07_09_1131010_000,Mpro-protein,-6.227,,exp_9
mol_2024_07_09_1122262_000,Mpro-protein,-4.83,,exp_9
mol_2024_07_09_1144183_000,Mpro-protein,-5.342,,exp_9
mol_2024_07_09_1136282_000,Mpro-protein,-5.01,,exp_9
