ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1154413_000,Mpro-protein,-4.985,,exp_10
mol_2024_07_09_1156182_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1156182_000.pdb -o mol_2024_07_09_1156182_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1159021_000,Mpro-protein,-3.759,,exp_10
mol_2024_07_09_1203223_000,Mpro-protein,-3.909,,exp_10
mol_2024_07_09_1206031_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1206031_000.pdb -o mol_2024_07_09_1206031_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1147063_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1147063_000.pdb -o mol_2024_07_09_1147063_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1157031_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1157031_000.pdb -o mol_2024_07_09_1157031_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1148483_000,Mpro-protein,-5.004,,exp_10
mol_2024_07_09_1204021_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1204021_000.pdb -o mol_2024_07_09_1204021_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1202323_000,Mpro-protein,-5.625,,exp_10
mol_2024_07_09_1213210_000,Mpro-protein,-6.369,,exp_10
mol_2024_07_09_1151193_000,Mpro-protein,-4.89,,exp_10
mol_2024_07_09_1211440_000,Mpro-protein,-4.052,,exp_10
mol_2024_07_09_1213011_000,Mpro-protein,-4.334,,exp_10
mol_2024_07_09_1201433_000,Mpro-protein,-5.139,,exp_10
mol_2024_07_09_1155160_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1155160_000.pdb -o mol_2024_07_09_1155160_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1210021_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1210021_000.pdb -o mol_2024_07_09_1210021_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1150041_000,Mpro-protein,-4.7,,exp_10
mol_2024_07_09_1212393_000,Mpro-protein,-4.834,,exp_10
mol_2024_07_09_1151031_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1151031_000.pdb -o mol_2024_07_09_1151031_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1148071_000,Mpro-protein,-5.191,,exp_10
mol_2024_07_09_1212330_000,Mpro-protein,-4.215,,exp_10
